"date","mean","max","min","sd","cv","n","method","category","site"
1998-05-22,19.65,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-23,20.53,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-24,20.74,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-25,20.66,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-26,20.16,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-27,19.56,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-28,18.17,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-29,16.53,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-30,16.12,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-05-31,17.76,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-01,19.96,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-02,19.16,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-03,18.21,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-04,18.2,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-05,19.27,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-06,20.09,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-07,19.34,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-08,19.88,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-09,21.36,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-10,20.77,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-11,19.27,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-12,20.24,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-13,21.31,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-15,25.09,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-16,24.59,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-17,22.01,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-18,23.16,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-19,23.14,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-20,22.88,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-21,22.58,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-22,22.56,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-23,22.68,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-24,22.7,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-25,22.53,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-26,22.66,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-27,24.01,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-28,24.41,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-29,23.85,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1998-06-30,23.64,"NA","NA",NA,NA,1,"daily_mean","data","yb"
1999-01-12,6.423,"6.56","6.25",0.114022414950356,1.77522053480236,10,"ybfmp_logger","data","yb"
1999-01-13,6.30916666666667,"6.56","6.09",0.111780711825573,1.77171911492125,24,"ybfmp_logger","data","yb"
1999-01-14,6.3475,"6.56","6.09",0.151463871427565,2.38619726549926,24,"ybfmp_logger","data","yb"
1999-01-15,6.81291666666667,"7.33","6.56",0.240623811873596,3.531876634436,24,"ybfmp_logger","data","yb"
1999-01-16,7.61041666666667,"8.11","7.33",0.244246475060972,3.20937060030842,24,"ybfmp_logger","data","yb"
1999-01-17,8.34833333333333,"9.03","7.96",0.306419244864268,3.67042417485648,24,"ybfmp_logger","data","yb"
1999-01-18,9.45416666666667,"10.28","9.03",0.321232905708841,3.39779186294058,24,"ybfmp_logger","data","yb"
1999-01-19,10.6329166666667,"11.36","10.12",0.349365625927495,3.28569889974524,24,"ybfmp_logger","data","yb"
1999-01-20,11.7258333333333,"11.98","11.36",0.203980320164698,1.73958058558481,24,"ybfmp_logger","data","yb"
1999-01-21,12.1066666666667,"12.29","11.98",0.108213423046941,0.893833340145435,24,"ybfmp_logger","data","yb"
1999-01-22,11.6154166666667,"11.98","11.51",0.127993857416018,1.10193083114554,24,"ybfmp_logger","data","yb"
1999-01-23,11.4983333333333,"11.67","11.21",0.0891830880178848,0.775617521535453,24,"ybfmp_logger","data","yb"
1999-01-24,10.82625,"11.21","10.59",0.145118017938624,1.34042736809721,24,"ybfmp_logger","data","yb"
1999-01-25,9.92166666666667,"10.59","9.34",0.351724529891698,3.54501457979202,24,"ybfmp_logger","data","yb"
1999-01-26,8.7825,"9.19","8.11",0.35428126875592,4.03394555941839,24,"ybfmp_logger","data","yb"
1999-01-27,8.02708333333333,"8.26","7.8",0.135437428731681,1.68725579525583,24,"ybfmp_logger","data","yb"
1999-01-28,7.85916666666667,"8.11","7.64",0.130181033369978,1.65642286124455,24,"ybfmp_logger","data","yb"
1999-01-29,7.94333333333333,"8.26","7.8",0.150265465576517,1.89171798879376,24,"ybfmp_logger","data","yb"
1999-01-30,7.91708333333333,"8.11","7.49",0.201396843087962,2.5438262376249,24,"ybfmp_logger","data","yb"
1999-01-31,7.71666666666667,"7.96","7.49",0.196018336912129,2.54019443082673,24,"ybfmp_logger","data","yb"
1999-02-01,7.93916666666667,"8.42","7.64",0.282518435976604,3.55854018234413,24,"ybfmp_logger","data","yb"
1999-02-02,8.44333333333333,"8.73","8.11",0.22297721986721,2.640867191479,24,"ybfmp_logger","data","yb"
1999-02-03,8.79083333333333,"9.03","8.57",0.148702114445557,1.69155879547511,24,"ybfmp_logger","data","yb"
1999-02-04,9.33086956521739,"9.66","8.88",0.254074309879436,2.72294353815154,23,"ybfmp_logger","data","yb"
1999-02-05,9.58333333333333,"9.81","9.34",0.19601833691213,2.04540873299614,24,"ybfmp_logger","data","yb"
1999-02-06,9.6325,"9.81","9.5",0.0885756861328946,0.919550336183697,24,"ybfmp_logger","data","yb"
1999-02-07,9.56291666666667,"9.81","9.34",0.211196985458284,2.2084996954376,24,"ybfmp_logger","data","yb"
1999-02-08,10.32375,"10.59","9.81",0.235645505681365,2.282557265348,24,"ybfmp_logger","data","yb"
1999-02-09,10.7804166666667,"10.9","10.59",0.0840537698850211,0.779689435798131,24,"ybfmp_logger","data","yb"
1999-02-10,9.83166666666667,"10.59","8.73",0.586801697240267,5.96848649506967,24,"ybfmp_logger","data","yb"
1999-02-11,8.62375,"9.5","7.8",0.458578261302398,5.31762007598085,24,"ybfmp_logger","data","yb"
1999-02-12,8.76333333333333,"9.03","8.57",0.193293349188687,2.20570577240799,24,"ybfmp_logger","data","yb"
1999-02-13,8.77708333333333,"9.03","8.42",0.178945684415731,2.03878301731666,24,"ybfmp_logger","data","yb"
1999-02-14,8.8425,"9.03","8.73",0.127048433078988,1.43679313631877,24,"ybfmp_logger","data","yb"
1999-02-15,8.63541666666667,"9.03","8.26",0.272747361469192,3.1584736671945,24,"ybfmp_logger","data","yb"
1999-02-16,8.99625,"9.34","8.73",0.198534029500147,2.20685318327244,24,"ybfmp_logger","data","yb"
1999-02-17,9.92,"10.43","9.34",0.452346538954757,4.5599449491407,24,"ybfmp_logger","data","yb"
1999-02-18,10.4895833333333,"10.74","10.28",0.142812713070275,1.36147174327174,24,"ybfmp_logger","data","yb"
1999-02-19,9.87666666666667,"10.12","9.5",0.187260958735842,1.89599350728155,24,"ybfmp_logger","data","yb"
1999-02-20,9.56666666666667,"9.66","9.34",0.104618007705327,1.09356802479436,24,"ybfmp_logger","data","yb"
1999-02-21,9.41041666666667,"9.66","9.03",0.257909306045609,2.74067892189268,24,"ybfmp_logger","data","yb"
1999-02-22,9.90333333333333,"10.28","9.5",0.306759595245792,3.09753882779325,24,"ybfmp_logger","data","yb"
1999-02-23,10.4770833333333,"10.9","10.12",0.34207142867951,3.26494901105915,24,"ybfmp_logger","data","yb"
1999-02-24,10.62,"10.9","10.43",0.152201239782416,1.43315668345024,24,"ybfmp_logger","data","yb"
1999-02-25,10.4520833333333,"11.05","10.12",0.215507069724985,2.06185755367735,24,"ybfmp_logger","data","yb"
1999-02-26,10.31125,"10.59","9.97",0.266952405788975,2.58894320076591,24,"ybfmp_logger","data","yb"
1999-02-27,10.90125,"11.51","10.28",0.523020595653996,4.79780388170161,24,"ybfmp_logger","data","yb"
1999-02-28,11.70625,"12.13","11.36",0.338061127737214,2.8878686832864,24,"ybfmp_logger","data","yb"
1999-03-01,12.39875,"13.07","11.82",0.47234210612372,3.80959456496598,24,"ybfmp_logger","data","yb"
1999-03-02,12.7166666666667,"13.38","12.13",0.393309996851324,3.09287022425681,24,"ybfmp_logger","data","yb"
1999-03-03,12.4445833333333,"12.91","11.82",0.318597185591252,2.56012738279373,24,"ybfmp_logger","data","yb"
1999-03-04,11.7708333333333,"12.13","11.36",0.26837541302966,2.28000350892455,24,"ybfmp_logger","data","yb"
1999-03-05,11.02625,"11.36","10.74",0.21819043337734,1.97882719308323,24,"ybfmp_logger","data","yb"
1999-03-06,10.9104166666667,"11.36","10.43",0.280860156548115,2.57423859352865,24,"ybfmp_logger","data","yb"
1999-03-07,10.9745833333333,"11.51","10.59",0.330230211751777,3.00904555299846,24,"ybfmp_logger","data","yb"
1999-03-08,10.3041666666667,"10.74","9.81",0.231477610273588,2.24644668280069,24,"ybfmp_logger","data","yb"
1999-03-09,9.66875,"10.12","9.19",0.327365139840223,3.38580622976313,24,"ybfmp_logger","data","yb"
1999-03-10,9.88125,"10.43","9.34",0.458990503832809,4.6450651874288,24,"ybfmp_logger","data","yb"
1999-03-11,10.07,"10.43","9.34",0.335118408664888,3.3278888645967,24,"ybfmp_logger","data","yb"
1999-03-12,10.445,"11.05","9.66",0.526522636699052,5.04090604786072,24,"ybfmp_logger","data","yb"
1999-03-13,11.21125,"12.13","10.28",0.682357247373748,6.08636188983163,24,"ybfmp_logger","data","yb"
1999-03-14,12.0166666666667,"12.6","11.36",0.46643576067941,3.88157359788691,24,"ybfmp_logger","data","yb"
1999-03-15,12.0029166666667,"12.29","11.67",0.174741527546475,1.45582554973284,24,"ybfmp_logger","data","yb"
1999-03-16,12.2379166666667,"13.22","11.36",0.70514247198499,5.76194863220175,24,"ybfmp_logger","data","yb"
1999-03-17,12.67625,"13.68","11.82",0.752172577907837,5.93371523840124,24,"ybfmp_logger","data","yb"
1999-03-18,13.74375,"14.77","12.76",0.791299495326736,5.7575224762291,24,"ybfmp_logger","data","yb"
1999-03-19,13.71875,"14.3","13.22",0.310347806290886,2.2622163556511,24,"ybfmp_logger","data","yb"
1999-03-20,13.4520833333333,"13.68","13.07",0.211413034164151,1.57160068760713,24,"ybfmp_logger","data","yb"
1999-03-21,13.135,"13.83","12.44",0.486218773446865,3.70170364253418,24,"ybfmp_logger","data","yb"
1999-03-22,13.8016666666667,"14.77","13.07",0.644121691626038,4.66698484453113,24,"ybfmp_logger","data","yb"
1999-03-23,13.9179166666667,"14.3","13.53",0.260283777688001,1.87013461800198,24,"ybfmp_logger","data","yb"
1999-03-24,13.9616666666667,"14.77","13.22",0.611823124956783,4.38216396053563,24,"ybfmp_logger","data","yb"
1999-03-25,14.1820833333333,"14.61","13.68",0.244059493222214,1.72090014905342,24,"ybfmp_logger","data","yb"
1999-03-26,14.2391666666667,"15.24","13.38",0.707622576056564,4.96955048439092,24,"ybfmp_logger","data","yb"
1999-03-27,14.535,"14.93","13.99",0.269314750399247,1.85287065978154,24,"ybfmp_logger","data","yb"
1999-03-28,14.50875,"15.24","13.99",0.429370747874648,2.9593917317112,24,"ybfmp_logger","data","yb"
1999-03-29,13.68375,"14.77","12.6",0.777810821416778,5.68419345147915,24,"ybfmp_logger","data","yb"
1999-03-30,14.0054166666667,"14.61","13.07",0.566123194202898,4.04217316540314,24,"ybfmp_logger","data","yb"
1999-03-31,13.2979166666667,"14.14","12.6",0.454207184736951,3.41562664379973,24,"ybfmp_logger","data","yb"
1999-04-01,12.56125,"13.53","11.36",0.765746651825921,6.09610231327234,24,"ybfmp_logger","data","yb"
1999-04-02,12.7541666666667,"13.68","11.67",0.672464103885473,5.27250522484527,24,"ybfmp_logger","data","yb"
1999-04-03,12.6841666666667,"13.53","11.51",0.719703542026713,5.67403094692895,24,"ybfmp_logger","data","yb"
1999-04-04,12.4579166666667,"13.22","11.21",0.487789861800512,3.91550108137807,24,"ybfmp_logger","data","yb"
1999-04-05,10.0258333333333,"11.21","8.57",1.01051823410034,10.0791445509136,24,"ybfmp_logger","data","yb"
1999-04-06,10.8383333333333,"11.21","10.43",0.236490034106903,2.18197786351133,24,"ybfmp_logger","data","yb"
1999-04-07,10.8891666666667,"12.29","9.81",0.889029351824672,8.16434699770113,24,"ybfmp_logger","data","yb"
1999-04-08,12.6320833333333,"13.07","12.13",0.34221756576605,2.70911421921206,24,"ybfmp_logger","data","yb"
1999-04-09,12.3466666666667,"12.76","11.82",0.318579273687395,2.58028569401238,24,"ybfmp_logger","data","yb"
1999-04-10,12.3808333333333,"13.07","11.67",0.459015171357366,3.70746587890448,24,"ybfmp_logger","data","yb"
1999-04-11,12.6904166666667,"13.53","11.82",0.532814342138428,4.19855672302665,24,"ybfmp_logger","data","yb"
1999-04-12,12.4504166666667,"12.91","11.82",0.416585281906897,3.34595454160354,24,"ybfmp_logger","data","yb"
1999-04-13,13.5604166666667,"14.77","12.44",0.803646467625869,5.92641426425591,24,"ybfmp_logger","data","yb"
1999-04-14,14.9516666666667,"16.35","13.53",0.889521936414341,5.94931626182817,24,"ybfmp_logger","data","yb"
1999-04-15,17.2683333333333,"18.59","16.51",0.590605191946044,3.42016325806029,24,"ybfmp_logger","data","yb"
1999-04-16,17.5154166666667,"19.24","16.35",0.893473822232354,5.10107089791766,24,"ybfmp_logger","data","yb"
1999-04-17,19.38875,"20.86","18.27",0.90463210153655,4.66575772825247,24,"ybfmp_logger","data","yb"
1999-04-18,20.6145833333333,"21.36","19.73",0.608747675054334,2.95299529081436,24,"ybfmp_logger","data","yb"
1999-04-19,20.2658333333333,"21.19","19.4",0.531592494031044,2.623097137371,24,"ybfmp_logger","data","yb"
1999-04-20,19.3966666666667,"20.05","18.43",0.565006092053857,2.91290303516338,24,"ybfmp_logger","data","yb"
1999-04-21,19.19375,"19.89","18.43",0.540979887916764,2.81852107022736,24,"ybfmp_logger","data","yb"
1999-04-22,18.8904166666667,"19.73","17.94",0.640132317617202,3.38866171621696,24,"ybfmp_logger","data","yb"
1999-04-23,18.3820833333333,"19.24","17.78",0.431307205825617,2.34634561276034,24,"ybfmp_logger","data","yb"
1999-04-24,17.1875,"17.94","16.67",0.358089738570606,2.08343120622898,24,"ybfmp_logger","data","yb"
1999-04-25,17.1391666666667,"17.94","16.35",0.530716633362415,3.09651363852238,24,"ybfmp_logger","data","yb"
1999-04-26,17.28625,"17.94","16.51",0.424804942450573,2.45747309249012,24,"ybfmp_logger","data","yb"
1999-04-27,17.1808333333333,"17.62","16.83",0.205000883702585,1.19319522938886,24,"ybfmp_logger","data","yb"
1999-04-28,16.3383333333333,"16.99","15.72",0.362427404025145,2.21826422947146,24,"ybfmp_logger","data","yb"
1999-04-29,16.2004166666667,"16.83","15.56",0.380657088257371,2.3496746786803,24,"ybfmp_logger","data","yb"
1999-04-30,15.2625,"15.88","14.61",0.368761145741652,2.41612544302475,24,"ybfmp_logger","data","yb"
1999-05-01,16.3004166666667,"17.47","14.93",1.05607344592524,6.47881258204179,24,"ybfmp_logger","data","yb"
1999-05-02,16.6366666666667,"16.99","16.03",0.25398847400529,1.52667886599052,24,"ybfmp_logger","data","yb"
1999-05-03,16.3041666666667,"16.51","15.88",0.195357346300627,1.19820503736649,24,"ybfmp_logger","data","yb"
1999-05-04,16.33875,"16.99","15.72",0.437257386145883,2.67619852281162,24,"ybfmp_logger","data","yb"
1999-05-05,16.9470833333333,"17.78","16.35",0.582218240619567,3.43550703780631,24,"ybfmp_logger","data","yb"
1999-05-06,17.81375,"18.59","17.14",0.589294438105951,3.30808750603299,24,"ybfmp_logger","data","yb"
1999-05-07,18.2341666666667,"19.24","17.62",0.534423026276462,2.93088812911546,24,"ybfmp_logger","data","yb"
1999-05-08,18.4308333333333,"19.08","17.78",0.459781769280078,2.49463364441874,24,"ybfmp_logger","data","yb"
1999-05-09,18.3479166666667,"18.75","17.78",0.316199980291321,1.72335631361229,24,"ybfmp_logger","data","yb"
1999-05-10,18.2745833333333,"18.92","17.62",0.444668700970946,2.43326314400755,24,"ybfmp_logger","data","yb"
1999-05-11,18.7904166666667,"19.73","18.11",0.6586051080927,3.50500534275557,24,"ybfmp_logger","data","yb"
1999-05-12,19.6208695652174,"20.21","19.08",0.38945081429995,1.98488050188328,23,"ybfmp_logger","data","yb"
1999-05-13,19.5320833333333,"20.05","18.92",0.39077380499039,2.00067651935264,24,"ybfmp_logger","data","yb"
1999-05-14,19.1395833333333,"19.73","18.43",0.364255991764352,1.90315528515172,24,"ybfmp_logger","data","yb"
1999-05-15,18.8770833333333,"19.57","17.47",0.644633223433002,3.41489843557931,24,"ybfmp_logger","data","yb"
1999-05-16,19.0404166666667,"19.89","17.31",0.769050680563617,4.0390433362205,24,"ybfmp_logger","data","yb"
1999-05-17,19.4279166666667,"20.37","17.62",0.861131607205041,4.43244441480708,24,"ybfmp_logger","data","yb"
1999-05-18,19.7329166666667,"20.53","18.11",0.679376179118479,3.44285738694725,24,"ybfmp_logger","data","yb"
1999-05-19,19.7933333333333,"20.7","18.43",0.615775697916805,3.11102575572653,24,"ybfmp_logger","data","yb"
1999-05-20,19.5854166666667,"20.21","18.27",0.525745674725674,2.68437319294036,24,"ybfmp_logger","data","yb"
1999-05-21,19.9016666666667,"20.86","19.08",0.591458526361568,2.97190449557776,24,"ybfmp_logger","data","yb"
1999-05-22,20.49,"21.19","19.89",0.4539009660229,2.21523165457735,24,"ybfmp_logger","data","yb"
1999-05-23,20.2441666666667,"20.7","19.73",0.292112495701446,1.44294650657282,24,"ybfmp_logger","data","yb"
1999-05-24,19.8729166666667,"20.53","19.24",0.468573034228175,2.35784732602499,24,"ybfmp_logger","data","yb"
1999-05-25,20.09875,"21.03","19.24",0.582493235639022,2.89815653032662,24,"ybfmp_logger","data","yb"
1999-05-26,20.7479166666667,"21.36","20.05",0.457716251259081,2.20608294612269,24,"ybfmp_logger","data","yb"
1999-05-27,20.8366666666667,"21.36","20.21",0.435806764784444,2.09153782491335,24,"ybfmp_logger","data","yb"
1999-05-28,20.6254166666667,"21.19","19.89",0.410778467394972,1.99161294064349,24,"ybfmp_logger","data","yb"
1999-05-29,20.0225,"20.7","18.92",0.553693134286964,2.76535464745643,24,"ybfmp_logger","data","yb"
1999-05-30,19.9075,"20.7","18.59",0.57484402421345,2.88757515616451,24,"ybfmp_logger","data","yb"
1999-05-31,19.82,"20.53","18.43",0.619305361219151,3.12464864389077,24,"ybfmp_logger","data","yb"
1999-06-01,19.62625,"20.21","18.43",0.500250480737662,2.54888468626284,24,"ybfmp_logger","data","yb"
1999-06-02,19.4370833333333,"20.05","18.43",0.415048233620967,2.13534215243696,24,"ybfmp_logger","data","yb"
1999-06-03,19.45125,"20.05","18.92",0.35594714434199,1.82994483306723,24,"ybfmp_logger","data","yb"
1999-06-04,19.86,"20.53","19.08",0.522002831909694,2.6284130509048,24,"ybfmp_logger","data","yb"
1999-06-05,20.25375,"20.86","19.73",0.455295532307456,2.24795671076939,24,"ybfmp_logger","data","yb"
1999-06-06,20.5170833333333,"21.19","19.89",0.473235663019624,2.30654452843585,24,"ybfmp_logger","data","yb"
1999-06-07,20.2441666666667,"20.86","19.4",0.377150836699574,1.86300993718144,24,"ybfmp_logger","data","yb"
1999-06-08,20.1858333333333,"21.19","19.4",0.566936210403487,2.80858461992398,24,"ybfmp_logger","data","yb"
1999-06-09,20.4570833333333,"21.19","19.73",0.49189499733764,2.40452164818693,24,"ybfmp_logger","data","yb"
1999-06-10,20.6266666666667,"21.36","20.05",0.51748275893705,2.50880458437484,24,"ybfmp_logger","data","yb"
1999-06-11,20.84375,"21.36","20.05",0.465625455937915,2.23388524587905,24,"ybfmp_logger","data","yb"
1999-06-12,20.86625,"21.52","19.73",0.617123851286017,2.95752160204166,24,"ybfmp_logger","data","yb"
1999-06-13,21.03375,"21.86","19.57",0.788244127379219,3.7475206626456,24,"ybfmp_logger","data","yb"
1999-06-14,21.6091666666667,"22.52","20.05",0.780812935714893,3.61334126280464,24,"ybfmp_logger","data","yb"
1999-06-15,21.4429166666667,"22.19","20.05",0.653076193481858,3.0456500094368,24,"ybfmp_logger","data","yb"
1999-06-16,21.425,"22.52","19.57",0.908185003179418,4.23890316536485,24,"ybfmp_logger","data","yb"
1999-06-17,22.13,"23.2","20.7",0.80153656782783,3.62194562958803,24,"ybfmp_logger","data","yb"
1999-06-18,22.575,"23.37","21.52",0.568040108810453,2.51623525497432,24,"ybfmp_logger","data","yb"
1999-06-19,22.7083333333333,"23.37","21.69",0.530108001027737,2.33442055498453,24,"ybfmp_logger","data","yb"
1999-06-20,23.0654166666667,"23.88","22.52",0.532842901774073,2.310137768047,24,"ybfmp_logger","data","yb"
1999-06-21,23.1858333333333,"23.88","22.52",0.464663662061689,2.00408437075091,24,"ybfmp_logger","data","yb"
1999-06-22,23.77125,"25.27","23.03",0.645999814914497,2.71756771273912,24,"ybfmp_logger","data","yb"
1999-06-23,24.0845833333333,"24.57","23.54",0.346673372984185,1.43939950376632,24,"ybfmp_logger","data","yb"
1999-06-24,23.39125,"23.88","23.03",0.261987595126181,1.12002391973999,24,"ybfmp_logger","data","yb"
1999-06-25,22.9683333333333,"23.88","22.02",0.593996535392229,2.58615427933631,24,"ybfmp_logger","data","yb"
1999-06-26,23.2166666666667,"24.06","22.19",0.654659995833659,2.81978461952761,24,"ybfmp_logger","data","yb"
1999-06-27,23.67875,"24.57","22.52",0.698963907135597,2.95186150930939,24,"ybfmp_logger","data","yb"
1999-06-28,24.4745833333333,"25.27","23.37",0.678014872009948,2.77028157242016,24,"ybfmp_logger","data","yb"
1999-06-29,25.4170833333333,"26.31","24.23",0.721402493737729,2.83825836456869,24,"ybfmp_logger","data","yb"
1999-06-30,26.4495652173913,"27.37","25.44",0.706138527877753,2.66975476562256,23,"ybfmp_logger","data","yb"
1999-07-01,26.9583333333333,"27.73","25.96",0.53449420761222,1.98266784894796,24,"ybfmp_logger","data","yb"
1999-07-02,26.0129166666667,"27.19","23.88",0.790153970502869,3.03754469607549,24,"ybfmp_logger","data","yb"
1999-07-03,24.2804166666667,"25.44","22.19",0.828479377963112,3.41212998663441,24,"ybfmp_logger","data","yb"
1999-07-04,23.4708333333333,"24.06","22.52",0.441961208868976,1.88302308057082,24,"ybfmp_logger","data","yb"
1999-07-05,23.8841666666667,"24.74","23.2",0.525513551446224,2.20025910378378,24,"ybfmp_logger","data","yb"
1999-07-06,23.9704166666667,"24.4","23.37",0.325489319489057,1.35787927266898,24,"ybfmp_logger","data","yb"
1999-07-07,23.4775,"24.23","22.86",0.432608367926465,1.84265091226266,24,"ybfmp_logger","data","yb"
1999-07-08,23.2708333333333,"23.54","23.03",0.134803448386789,0.579280709271789,12,"ybfmp_logger","data","yb"
2000-01-03,7.91461538461538,"8.11","7.64",0.172027874902847,2.17354686921665,13,"ybfmp_logger","data","yb"
2000-01-04,7.7475,"7.95","7.48",0.155486613431902,2.00692627856602,24,"ybfmp_logger","data","yb"
