Date,Time,Temp.C
2010/2/7,9:00,11.54
2010/2/7,9:15,11.52
2010/2/7,9:30,11.54
2010/2/7,9:45,11.54
2010/2/7,10:00,11.54
2010/2/7,10:15,11.54
2010/2/7,10:30,11.57
2010/2/7,10:45,11.57
2010/2/7,11:00,11.57
2010/2/7,11:15,11.59
2010/2/7,11:30,11.61
2010/2/7,11:45,11.61
2010/2/7,12:00,11.64
2010/2/7,12:15,11.66
2010/2/7,12:30,11.69
2010/2/7,12:45,11.73
2010/2/7,13:00,11.78
2010/2/7,13:15,11.81
2010/2/7,13:30,11.86
2010/2/7,13:45,11.93
2010/2/7,14:00,11.93
2010/2/7,14:15,12
2010/2/7,14:30,12.05
2010/2/7,14:45,12.1
2010/2/7,15:00,12.17
2010/2/7,15:15,12.2
2010/2/7,15:30,12.22
2010/2/7,15:45,12.24
2010/2/7,16:00,12.29
2010/2/7,16:15,12.34
2010/2/7,16:30,12.36
2010/2/7,16:45,12.39
2010/2/7,17:00,12.41
2010/2/7,17:15,12.44
2010/2/7,17:30,12.44
2010/2/7,17:45,12.46
2010/2/7,18:00,12.46
2010/2/7,18:15,12.46
2010/2/7,18:30,12.46
2010/2/7,18:45,12.46
2010/2/7,19:00,12.49
2010/2/7,19:15,12.46
2010/2/7,19:30,12.46
2010/2/7,19:45,12.46
2010/2/7,20:00,12.46
2010/2/7,20:15,12.44
2010/2/7,20:30,12.44
2010/2/7,20:45,12.44
2010/2/7,21:00,12.41
2010/2/7,21:15,12.41
2010/2/7,21:30,12.41
2010/2/7,21:45,12.39
2010/2/7,22:00,12.39
2010/2/7,22:15,12.39
2010/2/7,22:30,12.36
2010/2/7,22:45,12.36
2010/2/7,23:00,12.34
2010/2/7,23:15,12.34
2010/2/7,23:30,12.32
2010/2/7,23:45,12.32
2010/2/8,0:00,12.29
2010/2/8,0:15,12.29
2010/2/8,0:30,12.27
2010/2/8,0:45,12.27
2010/2/8,1:00,12.24
2010/2/8,1:15,12.24
2010/2/8,1:30,12.22
2010/2/8,1:45,12.22
2010/2/8,2:00,12.2
2010/2/8,2:15,12.2
2010/2/8,2:30,12.17
2010/2/8,2:45,12.17
2010/2/8,3:00,12.15
2010/2/8,3:15,12.12
2010/2/8,3:30,12.12
2010/2/8,3:45,12.1
2010/2/8,4:00,12.07
2010/2/8,4:15,12.07
2010/2/8,4:30,12.05
2010/2/8,4:45,12.03
2010/2/8,5:00,12.03
2010/2/8,5:15,12
2010/2/8,5:30,11.98
2010/2/8,5:45,11.95
2010/2/8,6:00,11.93
2010/2/8,6:15,11.9
2010/2/8,6:30,11.88
2010/2/8,6:45,11.86
2010/2/8,7:00,11.83
2010/2/8,7:15,11.81
2010/2/8,7:30,11.78
2010/2/8,7:45,11.76
2010/2/8,8:00,11.73
2010/2/8,8:15,11.73
2010/2/8,8:30,11.71
2010/2/8,8:45,11.71
2010/2/8,9:00,11.69
2010/2/8,9:15,11.69
2010/2/8,9:30,11.69
2010/2/8,9:45,11.69
2010/2/8,10:00,11.69
2010/2/8,10:15,11.71
2010/2/8,10:30,11.71
2010/2/8,10:45,11.73
2010/2/8,11:00,11.73
2010/2/8,11:15,11.78
2010/2/8,11:30,11.78
2010/2/8,11:45,11.78
2010/2/8,12:00,11.81
2010/2/8,12:15,11.81
2010/2/8,12:30,11.83
2010/2/8,12:45,11.86
2010/2/8,13:00,11.86
2010/2/8,13:15,11.9
2010/2/8,13:30,11.93
2010/2/8,13:45,11.95
2010/2/8,14:00,11.98
2010/2/8,14:15,12
2010/2/8,14:30,12.05
2010/2/8,14:45,12.1
2010/2/8,15:00,12.12
2010/2/8,15:15,12.17
2010/2/8,15:30,12.22
2010/2/8,15:45,12.24
2010/2/8,16:00,12.27
2010/2/8,16:15,12.29
2010/2/8,16:30,12.32
2010/2/8,16:45,12.34
2010/2/8,17:00,12.36
2010/2/8,17:15,12.39
2010/2/8,17:30,12.39
2010/2/8,17:45,12.41
2010/2/8,18:00,12.41
2010/2/8,18:15,12.44
2010/2/8,18:30,12.44
2010/2/8,18:45,12.44
2010/2/8,19:00,12.44
2010/2/8,19:15,12.44
2010/2/8,19:30,12.44
2010/2/8,19:45,12.44
2010/2/8,20:00,12.44
2010/2/8,20:15,12.41
2010/2/8,20:30,12.41
2010/2/8,20:45,12.41
2010/2/8,21:00,12.39
2010/2/8,21:15,12.39
2010/2/8,21:30,12.36
2010/2/8,21:45,12.36
2010/2/8,22:00,12.34
2010/2/8,22:15,12.34
2010/2/8,22:30,12.32
2010/2/8,22:45,12.32
2010/2/8,23:00,12.29
2010/2/8,23:15,12.29
2010/2/8,23:30,12.27
2010/2/8,23:45,12.27
2010/2/9,0:00,12.27
2010/2/9,0:15,12.27
2010/2/9,0:30,12.24
2010/2/9,0:45,12.24
2010/2/9,1:00,12.24
2010/2/9,1:15,12.22
2010/2/9,1:30,12.22
2010/2/9,1:45,12.22
2010/2/9,2:00,12.22
2010/2/9,2:15,12.2
2010/2/9,2:30,12.2
2010/2/9,2:45,12.17
2010/2/9,3:00,12.17
2010/2/9,3:15,12.17
2010/2/9,3:30,12.15
2010/2/9,3:45,12.15
2010/2/9,4:00,12.12
2010/2/9,4:15,12.12
2010/2/9,4:30,12.12
2010/2/9,4:45,12.1
2010/2/9,5:00,12.07
2010/2/9,5:15,12.07
2010/2/9,5:30,12.05
2010/2/9,5:45,12.03
2010/2/9,6:00,12.03
2010/2/9,6:15,12
2010/2/9,6:30,11.98
2010/2/9,6:45,11.98
2010/2/9,7:00,11.95
2010/2/9,7:15,11.93
2010/2/9,7:30,11.9
2010/2/9,7:45,11.9
2010/2/9,8:00,11.88
2010/2/9,8:15,11.86
2010/2/9,8:30,11.86
2010/2/9,8:45,11.83
2010/2/9,9:00,11.81
2010/2/9,9:15,11.81
2010/2/9,9:30,11.78
2010/2/9,9:45,11.78
2010/2/9,10:00,11.76
2010/2/9,10:15,11.76
2010/2/9,10:30,11.76
2010/2/9,10:45,11.73
2010/2/9,11:00,11.73
2010/2/9,11:15,11.73
2010/2/9,11:30,11.73
2010/2/9,11:45,11.73
2010/2/9,12:00,11.73
2010/2/9,12:15,11.73
2010/2/9,12:30,11.73
2010/2/9,12:45,11.73
2010/2/9,13:00,11.73
2010/2/9,13:15,11.73
2010/2/9,13:30,11.73
2010/2/9,13:45,11.73
2010/2/9,14:00,11.76
2010/2/9,14:15,11.76
2010/2/9,14:30,11.78
2010/2/9,14:45,11.78
2010/2/9,15:00,11.81
2010/2/9,15:15,11.81
2010/2/9,15:30,11.81
2010/2/9,15:45,11.83
2010/2/9,16:00,11.86
2010/2/9,16:15,11.86
2010/2/9,16:30,11.88
2010/2/9,16:45,11.88
2010/2/9,17:00,11.93
2010/2/9,17:15,11.93
2010/2/9,17:30,11.93
2010/2/9,17:45,11.98
2010/2/9,18:00,11.98
2010/2/9,18:15,12
2010/2/9,18:30,12.03
2010/2/9,18:45,12.03
2010/2/9,19:00,12.03
2010/2/9,19:15,12
2010/2/9,19:30,12
2010/2/9,19:45,12
2010/2/9,20:00,11.98
2010/2/9,20:15,11.98
2010/2/9,20:30,11.95
2010/2/9,20:45,11.93
2010/2/9,21:00,11.93
2010/2/9,21:15,11.9
2010/2/9,21:30,11.88
2010/2/9,21:45,11.86
2010/2/9,22:00,11.86
2010/2/9,22:15,11.83
2010/2/9,22:30,11.81
2010/2/9,22:45,11.78
2010/2/9,23:00,11.76
2010/2/9,23:15,11.73
2010/2/9,23:30,11.73
2010/2/9,23:45,11.71
2010/2/10,0:00,11.69
2010/2/10,0:15,11.66
2010/2/10,0:30,11.64
2010/2/10,0:45,11.61
2010/2/10,1:00,11.59
2010/2/10,1:15,11.57
2010/2/10,1:30,11.54
2010/2/10,1:45,11.52
2010/2/10,2:00,11.49
2010/2/10,2:15,11.49
2010/2/10,2:30,11.47
2010/2/10,2:45,11.44
2010/2/10,3:00,11.42
2010/2/10,3:15,11.39
2010/2/10,3:30,11.37
2010/2/10,3:45,11.35
2010/2/10,4:00,11.32
2010/2/10,4:15,11.32
2010/2/10,4:30,11.3
2010/2/10,4:45,11.27
2010/2/10,5:00,11.25
2010/2/10,5:15,11.22
2010/2/10,5:30,11.2
2010/2/10,5:45,11.2
2010/2/10,6:00,11.15
2010/2/10,6:15,11.13
2010/2/10,6:30,11.1
2010/2/10,6:45,11.08
2010/2/10,7:00,11.05
2010/2/10,7:15,11.03
2010/2/10,7:30,11.01
2010/2/10,7:45,10.96
2010/2/10,8:00,10.93
2010/2/10,8:15,10.91
2010/2/10,8:30,10.88
2010/2/10,8:45,10.88
2010/2/10,9:00,10.86
2010/2/10,9:15,10.86
2010/2/10,9:30,10.86
2010/2/10,9:45,10.86
2010/2/10,10:00,10.83
2010/2/10,10:15,10.86
2010/2/10,10:30,10.86
2010/2/10,10:45,10.88
2010/2/10,11:00,10.86
2010/2/10,11:15,10.88
2010/2/10,11:30,10.91
2010/2/10,11:45,10.91
2010/2/10,12:00,10.96
2010/2/10,12:15,10.96
2010/2/10,12:30,10.98
2010/2/10,12:45,11.01
2010/2/10,13:00,11.05
2010/2/10,13:15,11.08
2010/2/10,13:30,11.1
2010/2/10,13:45,11.13
2010/2/10,14:00,11.18
2010/2/10,14:15,11.22
2010/2/10,14:30,11.25
2010/2/10,14:45,11.3
2010/2/10,15:00,11.32
2010/2/10,15:15,11.37
2010/2/10,15:30,11.39
2010/2/10,15:45,11.42
2010/2/10,16:00,11.44
2010/2/10,16:15,11.49
2010/2/10,16:30,11.52
2010/2/10,16:45,11.57
2010/2/10,17:00,11.59
2010/2/10,17:15,11.61
2010/2/10,17:30,11.64
2010/2/10,17:45,11.66
2010/2/10,18:00,11.66
2010/2/10,18:15,11.69
2010/2/10,18:30,11.71
2010/2/10,18:45,11.71
2010/2/10,19:00,11.73
2010/2/10,19:15,11.73
2010/2/10,19:30,11.73
2010/2/10,19:45,11.73
2010/2/10,20:00,11.76
2010/2/10,20:15,11.76
2010/2/10,20:30,11.76
2010/2/10,20:45,11.73
2010/2/10,21:00,11.73
2010/2/10,21:15,11.73
2010/2/10,21:30,11.73
2010/2/10,21:45,11.71
2010/2/10,22:00,11.71
2010/2/10,22:15,11.69
2010/2/10,22:30,11.69
2010/2/10,22:45,11.69
2010/2/10,23:00,11.66
2010/2/10,23:15,11.64
2010/2/10,23:30,11.64
2010/2/10,23:45,11.64
2010/2/11,0:00,11.61
2010/2/11,0:15,11.61
2010/2/11,0:30,11.59
2010/2/11,0:45,11.59
2010/2/11,1:00,11.59
2010/2/11,1:15,11.57
2010/2/11,1:30,11.57
2010/2/11,1:45,11.54
2010/2/11,2:00,11.54
2010/2/11,2:15,11.54
2010/2/11,2:30,11.52
2010/2/11,2:45,11.52
2010/2/11,3:00,11.49
2010/2/11,3:15,11.49
2010/2/11,3:30,11.49
2010/2/11,3:45,11.47
2010/2/11,4:00,11.47
2010/2/11,4:15,11.44
2010/2/11,4:30,11.44
2010/2/11,4:45,11.44
2010/2/11,5:00,11.44
2010/2/11,5:15,11.44
2010/2/11,5:30,11.42
2010/2/11,5:45,11.42
2010/2/11,6:00,11.42
2010/2/11,6:15,11.39
2010/2/11,6:30,11.39
2010/2/11,6:45,11.37
2010/2/11,7:00,11.37
2010/2/11,7:15,11.35
2010/2/11,7:30,11.35
2010/2/11,7:45,11.32
2010/2/11,8:00,11.3
2010/2/11,8:15,11.3
2010/2/11,8:30,11.3
2010/2/11,8:45,11.27
2010/2/11,9:00,11.27
2010/2/11,9:15,11.27
2010/2/11,9:30,11.25
2010/2/11,9:45,11.25
2010/2/11,10:00,11.25
2010/2/11,10:15,11.25
2010/2/11,10:30,11.25
2010/2/11,10:45,11.27
2010/2/11,11:00,11.27
2010/2/11,11:15,11.3
2010/2/11,11:30,11.3
2010/2/11,11:45,11.32
2010/2/11,12:00,11.35
2010/2/11,12:15,11.37
2010/2/11,12:30,11.39
2010/2/11,12:45,11.42
2010/2/11,13:00,11.42
2010/2/11,13:15,11.44
2010/2/11,13:30,11.47
2010/2/11,13:45,11.52
2010/2/11,14:00,11.54
2010/2/11,14:15,11.59
2010/2/11,14:30,11.61
2010/2/11,14:45,11.64
2010/2/11,15:00,11.69
2010/2/11,15:15,11.71
2010/2/11,15:30,11.73
2010/2/11,15:45,11.78
2010/2/11,16:00,11.81
2010/2/11,16:15,11.83
2010/2/11,16:30,11.86
2010/2/11,16:45,11.88
2010/2/11,17:00,11.9
2010/2/11,17:15,11.93
2010/2/11,17:30,11.95
2010/2/11,17:45,11.98
2010/2/11,18:00,12.03
2010/2/11,18:15,12.05
2010/2/11,18:30,12.07
2010/2/11,18:45,12.07
2010/2/11,19:00,12.07
2010/2/11,19:15,12.1
2010/2/11,19:30,12.12
2010/2/11,19:45,12.12
2010/2/11,20:00,12.12
2010/2/11,20:15,12.15
2010/2/11,20:30,12.15
2010/2/11,20:45,12.15
2010/2/11,21:00,12.15
2010/2/11,21:15,12.15
2010/2/11,21:30,12.15
2010/2/11,21:45,12.15
2010/2/11,22:00,12.15
2010/2/11,22:15,12.15
2010/2/11,22:30,12.15
2010/2/11,22:45,12.12
2010/2/11,23:00,12.12
2010/2/11,23:15,12.12
2010/2/11,23:30,12.12
2010/2/11,23:45,12.12
2010/2/12,0:00,12.12
2010/2/12,0:15,12.12
2010/2/12,0:30,12.12
2010/2/12,0:45,12.12
2010/2/12,1:00,12.1
2010/2/12,1:15,12.1
2010/2/12,1:30,12.1
2010/2/12,1:45,12.1
2010/2/12,2:00,12.1
2010/2/12,2:15,12.07
2010/2/12,2:30,12.07
2010/2/12,2:45,12.07
2010/2/12,3:00,12.07
2010/2/12,3:15,12.05
2010/2/12,3:30,12.05
2010/2/12,3:45,12.03
2010/2/12,4:00,12.03
2010/2/12,4:15,12.03
2010/2/12,4:30,12.03
2010/2/12,4:45,12
2010/2/12,5:00,12
2010/2/12,5:15,12
2010/2/12,5:30,12
2010/2/12,5:45,12
2010/2/12,6:00,11.98
2010/2/12,6:15,11.98
2010/2/12,6:30,11.98
2010/2/12,6:45,11.95
2010/2/12,7:00,11.95
2010/2/12,7:15,11.93
2010/2/12,7:30,11.93
2010/2/12,7:45,11.93
2010/2/12,8:00,11.93
2010/2/12,8:15,11.93
2010/2/12,8:30,11.9
2010/2/12,8:45,11.9
2010/2/12,9:00,11.9
2010/2/12,9:15,11.9
2010/2/12,9:30,11.9
2010/2/12,9:45,11.9
2010/2/12,10:00,11.9
2010/2/12,10:15,11.9
2010/2/12,10:30,11.93
2010/2/12,10:45,11.95
2010/2/12,11:00,11.95
2010/2/12,11:15,11.98
2010/2/12,11:30,12
2010/2/12,11:45,12.03
2010/2/12,12:00,12.05
2010/2/12,12:15,12.07
2010/2/12,12:30,12.12
2010/2/12,12:45,12.15
2010/2/12,13:00,12.17
2010/2/12,13:15,12.2
2010/2/12,13:30,12.24
2010/2/12,13:45,12.29
2010/2/12,14:00,12.32
2010/2/12,14:15,12.36
2010/2/12,14:30,12.41
2010/2/12,14:45,12.46
2010/2/12,15:00,12.49
2010/2/12,15:15,12.51
2010/2/12,15:30,12.56
2010/2/12,15:45,12.56
2010/2/12,16:00,12.61
2010/2/12,16:15,12.63
2010/2/12,16:30,12.68
2010/2/12,16:45,12.7
2010/2/12,17:00,12.73
2010/2/12,17:15,12.75
2010/2/12,17:30,12.8
2010/2/12,17:45,12.82
2010/2/12,18:00,12.85
2010/2/12,18:15,12.9
2010/2/12,18:30,12.94
2010/2/12,18:45,12.97
2010/2/12,19:00,12.99
2010/2/12,19:15,13.02
2010/2/12,19:30,13.04
2010/2/12,19:45,13.06
2010/2/12,20:00,13.09
2010/2/12,20:15,13.09
2010/2/12,20:30,13.09
2010/2/12,20:45,13.11
2010/2/12,21:00,13.11
2010/2/12,21:15,13.11
2010/2/12,21:30,13.11
2010/2/12,21:45,13.11
2010/2/12,22:00,13.14
2010/2/12,22:15,13.14
2010/2/12,22:30,13.14
2010/2/12,22:45,13.14
2010/2/12,23:00,13.14
2010/2/12,23:15,13.14
2010/2/12,23:30,13.14
2010/2/12,23:45,13.14
2010/2/13,0:00,13.14
2010/2/13,0:15,13.14
2010/2/13,0:30,13.11
2010/2/13,0:45,13.11
2010/2/13,1:00,13.11
2010/2/13,1:15,13.11
2010/2/13,1:30,13.09
2010/2/13,1:45,13.09
2010/2/13,2:00,13.09
2010/2/13,2:15,13.09
2010/2/13,2:30,13.06
2010/2/13,2:45,13.06
2010/2/13,3:00,13.04
2010/2/13,3:15,13.04
2010/2/13,3:30,13.02
2010/2/13,3:45,13.02
2010/2/13,4:00,12.99
2010/2/13,4:15,12.99
2010/2/13,4:30,12.97
2010/2/13,4:45,12.94
2010/2/13,5:00,12.94
2010/2/13,5:15,12.94
2010/2/13,5:30,12.92
2010/2/13,5:45,12.92
2010/2/13,6:00,12.9
2010/2/13,6:15,12.9
2010/2/13,6:30,12.87
2010/2/13,6:45,12.87
2010/2/13,7:00,12.85
2010/2/13,7:15,12.85
2010/2/13,7:30,12.82
2010/2/13,7:45,12.82
2010/2/13,8:00,12.82
2010/2/13,8:15,12.8
2010/2/13,8:30,12.8
2010/2/13,8:45,12.8
2010/2/13,9:00,12.8
2010/2/13,9:15,12.78
2010/2/13,9:30,12.78
2010/2/13,9:45,12.78
2010/2/13,10:00,12.78
2010/2/13,10:15,12.78
2010/2/13,10:30,12.78
2010/2/13,10:45,12.78
2010/2/13,11:00,12.78
2010/2/13,11:15,12.78
2010/2/13,11:30,12.82
2010/2/13,11:45,12.82
2010/2/13,12:00,12.82
2010/2/13,12:15,12.85
2010/2/13,12:30,12.87
2010/2/13,12:45,12.9
2010/2/13,13:00,12.94
2010/2/13,13:15,12.97
2010/2/13,13:30,13.02
2010/2/13,13:45,13.04
2010/2/13,14:00,13.06
2010/2/13,14:15,13.11
2010/2/13,14:30,13.14
2010/2/13,14:45,13.16
2010/2/13,15:00,13.19
2010/2/13,15:15,13.21
2010/2/13,15:30,13.23
2010/2/13,15:45,13.26
2010/2/13,16:00,13.28
2010/2/13,16:15,13.31
2010/2/13,16:30,13.33
2010/2/13,16:45,13.35
2010/2/13,17:00,13.38
2010/2/13,17:15,13.43
2010/2/13,17:30,13.45
2010/2/13,17:45,13.47
2010/2/13,18:00,13.5
2010/2/13,18:15,13.52
2010/2/13,18:30,13.55
2010/2/13,18:45,13.57
2010/2/13,19:00,13.59
2010/2/13,19:15,13.62
2010/2/13,19:30,13.64
2010/2/13,19:45,13.64
2010/2/13,20:00,13.67
2010/2/13,20:15,13.67
2010/2/13,20:30,13.69
2010/2/13,20:45,13.69
2010/2/13,21:00,13.69
2010/2/13,21:15,13.69
2010/2/13,21:30,13.69
2010/2/13,21:45,13.69
2010/2/13,22:00,13.67
2010/2/13,22:15,13.67
2010/2/13,22:30,13.67
2010/2/13,22:45,13.67
2010/2/13,23:00,13.67
2010/2/13,23:15,13.64
2010/2/13,23:30,13.64
2010/2/13,23:45,13.64
2010/2/14,0:00,13.62
2010/2/14,0:15,13.62
2010/2/14,0:30,13.62
2010/2/14,0:45,13.59
2010/2/14,1:00,13.57
2010/2/14,1:15,13.55
2010/2/14,1:30,13.55
2010/2/14,1:45,13.52
2010/2/14,2:00,13.5
2010/2/14,2:15,13.47
2010/2/14,2:30,13.45
2010/2/14,2:45,13.43
2010/2/14,3:00,13.43
2010/2/14,3:15,13.4
2010/2/14,3:30,13.38
2010/2/14,3:45,13.35
2010/2/14,4:00,13.33
2010/2/14,4:15,13.31
2010/2/14,4:30,13.28
2010/2/14,4:45,13.26
2010/2/14,5:00,13.23
2010/2/14,5:15,13.23
2010/2/14,5:30,13.21
2010/2/14,5:45,13.19
2010/2/14,6:00,13.16
2010/2/14,6:15,13.14
2010/2/14,6:30,13.11
2010/2/14,6:45,13.09
2010/2/14,7:00,13.06
2010/2/14,7:15,13.04
2010/2/14,7:30,13.04
2010/2/14,7:45,13.02
2010/2/14,8:00,12.99
2010/2/14,8:15,12.99
2010/2/14,8:30,12.97
2010/2/14,8:45,12.97
2010/2/14,9:00,12.94
2010/2/14,9:15,12.94
2010/2/14,9:30,12.94
2010/2/14,9:45,12.94
2010/2/14,10:00,12.94
2010/2/14,10:15,12.94
2010/2/14,10:30,12.94
2010/2/14,10:45,12.94
2010/2/14,11:00,12.97
2010/2/14,11:15,12.99
2010/2/14,11:30,12.99
2010/2/14,11:45,13.04
2010/2/14,12:00,13.06
2010/2/14,12:15,13.09
2010/2/14,12:30,13.14
2010/2/14,12:45,13.16
2010/2/14,13:00,13.21
2010/2/14,13:15,13.23
2010/2/14,13:30,13.31
2010/2/14,13:45,13.35
2010/2/14,14:00,13.4
2010/2/14,14:15,13.43
2010/2/14,14:30,13.47
2010/2/14,14:45,13.52
2010/2/14,15:00,13.55
2010/2/14,15:15,13.59
2010/2/14,15:30,13.62
2010/2/14,15:45,13.67
2010/2/14,16:00,13.71
2010/2/14,16:15,13.74
2010/2/14,16:30,13.79
2010/2/14,16:45,13.81
2010/2/14,17:00,13.83
2010/2/14,17:15,13.86
2010/2/14,17:30,13.88
2010/2/14,17:45,13.91
2010/2/14,18:00,13.93
2010/2/14,18:15,13.95
2010/2/14,18:30,13.98
2010/2/14,18:45,14
2010/2/14,19:00,14.03
2010/2/14,19:15,14.03
2010/2/14,19:30,14.05
2010/2/14,19:45,14.05
2010/2/14,20:00,14.05
2010/2/14,20:15,14.07
2010/2/14,20:30,14.07
2010/2/14,20:45,14.07
2010/2/14,21:00,14.05
2010/2/14,21:15,14.05
2010/2/14,21:30,14.05
2010/2/14,21:45,14.03
2010/2/14,22:00,14.03
2010/2/14,22:15,14
2010/2/14,22:30,14
2010/2/14,22:45,13.98
2010/2/14,23:00,13.98
2010/2/14,23:15,13.95
2010/2/14,23:30,13.95
2010/2/14,23:45,13.93
2010/2/15,0:00,13.93
2010/2/15,0:15,13.91
2010/2/15,0:30,13.91
2010/2/15,0:45,13.88
2010/2/15,1:00,13.88
2010/2/15,1:15,13.86
2010/2/15,1:30,13.86
2010/2/15,1:45,13.83
2010/2/15,2:00,13.81
2010/2/15,2:15,13.79
2010/2/15,2:30,13.76
2010/2/15,2:45,13.76
2010/2/15,3:00,13.74
2010/2/15,3:15,13.71
2010/2/15,3:30,13.69
2010/2/15,3:45,13.67
2010/2/15,4:00,13.64
2010/2/15,4:15,13.62
2010/2/15,4:30,13.59
2010/2/15,4:45,13.57
2010/2/15,5:00,13.55
2010/2/15,5:15,13.52
2010/2/15,5:30,13.52
2010/2/15,5:45,13.5
2010/2/15,6:00,13.45
2010/2/15,6:15,13.45
2010/2/15,6:30,13.43
2010/2/15,6:45,13.4
2010/2/15,7:00,13.38
2010/2/15,7:15,13.35
2010/2/15,7:30,13.35
2010/2/15,7:45,13.33
2010/2/15,8:00,13.31
2010/2/15,8:15,13.31
2010/2/15,8:30,13.28
2010/2/15,8:45,13.28
2010/2/15,9:00,13.28
2010/2/15,9:15,13.28
2010/2/15,9:30,13.28
2010/2/15,9:45,13.28
2010/2/15,10:00,13.31
2010/2/15,10:15,13.33
2010/2/15,10:30,13.33
2010/2/15,10:45,13.35
2010/2/15,11:00,13.38
2010/2/15,11:15,13.4
2010/2/15,11:30,13.43
2010/2/15,11:45,13.45
2010/2/15,12:00,13.47
2010/2/15,12:15,13.52
2010/2/15,12:30,13.57
2010/2/15,12:45,13.62
2010/2/15,13:00,13.67
2010/2/15,13:15,13.74
2010/2/15,13:30,13.79
2010/2/15,13:45,13.86
2010/2/15,14:00,13.93
2010/2/15,14:15,13.98
2010/2/15,14:30,14.03
2010/2/15,14:45,14.1
2010/2/15,15:00,14.15
2010/2/15,15:15,14.19
2010/2/15,15:30,14.24
2010/2/15,15:45,14.29
2010/2/15,16:00,14.34
2010/2/15,16:15,14.39
2010/2/15,16:30,14.43
2010/2/15,16:45,14.46
2010/2/15,17:00,14.51
2010/2/15,17:15,14.53
2010/2/15,17:30,14.55
2010/2/15,17:45,14.58
2010/2/15,18:00,14.6
2010/2/15,18:15,14.63
2010/2/15,18:30,14.65
2010/2/15,18:45,14.67
2010/2/15,19:00,14.67
2010/2/15,19:15,14.7
2010/2/15,19:30,14.72
2010/2/15,19:45,14.72
2010/2/15,20:00,14.75
2010/2/15,20:15,14.75
2010/2/15,20:30,14.77
2010/2/15,20:45,14.77
2010/2/15,21:00,14.77
2010/2/15,21:15,14.77
2010/2/15,21:30,14.77
2010/2/15,21:45,14.77
2010/2/15,22:00,14.77
2010/2/15,22:15,14.77
2010/2/15,22:30,14.77
2010/2/15,22:45,14.77
2010/2/15,23:00,14.75
2010/2/15,23:15,14.75
2010/2/15,23:30,14.75
2010/2/15,23:45,14.75
2010/2/16,0:00,14.72
2010/2/16,0:15,14.72
2010/2/16,0:30,14.7
2010/2/16,0:45,14.7
2010/2/16,1:00,14.67
2010/2/16,1:15,14.67
2010/2/16,1:30,14.65
2010/2/16,1:45,14.63
2010/2/16,2:00,14.6
2010/2/16,2:15,14.58
2010/2/16,2:30,14.55
2010/2/16,2:45,14.53
2010/2/16,3:00,14.51
2010/2/16,3:15,14.48
2010/2/16,3:30,14.46
2010/2/16,3:45,14.41
2010/2/16,4:00,14.39
2010/2/16,4:15,14.36
2010/2/16,4:30,14.34
2010/2/16,4:45,14.31
2010/2/16,5:00,14.29
2010/2/16,5:15,14.27
2010/2/16,5:30,14.24
2010/2/16,5:45,14.22
2010/2/16,6:00,14.22
2010/2/16,6:15,14.19
2010/2/16,6:30,14.17
2010/2/16,6:45,14.15
2010/2/16,7:00,14.12
2010/2/16,7:15,14.12
2010/2/16,7:30,14.1
2010/2/16,7:45,14.1
2010/2/16,8:00,14.07
2010/2/16,8:15,14.07
2010/2/16,8:30,14.05
2010/2/16,8:45,14.05
2010/2/16,9:00,14.07
2010/2/16,9:15,14.07
2010/2/16,9:30,14.07
2010/2/16,9:45,14.1
2010/2/16,10:00,14.12
2010/2/16,10:15,14.15
2010/2/16,10:30,14.17
2010/2/16,10:45,14.17
2010/2/16,11:00,14.22
2010/2/16,11:15,14.24
2010/2/16,11:30,14.27
2010/2/16,11:45,14.29
2010/2/16,12:00,14.31
2010/2/16,12:15,14.36
2010/2/16,12:30,14.39
2010/2/16,12:45,14.43
2010/2/16,13:00,14.46
2010/2/16,13:15,14.51
2010/2/16,13:30,14.55
2010/2/16,13:45,14.6
2010/2/16,14:00,14.67
2010/2/16,14:15,14.72
2010/2/16,14:30,14.77
2010/2/16,14:45,14.84
2010/2/16,15:00,14.89
2010/2/16,15:15,14.94
2010/2/16,15:30,14.98
2010/2/16,15:45,15.03
2010/2/16,16:00,15.08
2010/2/16,16:15,15.13
2010/2/16,16:30,15.15
2010/2/16,16:45,15.2
2010/2/16,17:00,15.22
2010/2/16,17:15,15.22
2010/2/16,17:30,15.25
2010/2/16,17:45,15.27
2010/2/16,18:00,15.27
2010/2/16,18:15,15.29
2010/2/16,18:30,15.29
2010/2/16,18:45,15.32
2010/2/16,19:00,15.34
2010/2/16,19:15,15.34
2010/2/16,19:30,15.37
2010/2/16,19:45,15.37
2010/2/16,20:00,15.39
2010/2/16,20:15,15.39
2010/2/16,20:30,15.41
2010/2/16,20:45,15.41
2010/2/16,21:00,15.41
2010/2/16,21:15,15.41
2010/2/16,21:30,15.41
2010/2/16,21:45,15.41
2010/2/16,22:00,15.41
2010/2/16,22:15,15.41
2010/2/16,22:30,15.41
2010/2/16,22:45,15.39
2010/2/16,23:00,15.39
2010/2/16,23:15,15.39
2010/2/16,23:30,15.37
2010/2/16,23:45,15.37
2010/2/17,0:00,15.34
2010/2/17,0:15,15.34
2010/2/17,0:30,15.32
2010/2/17,0:45,15.29
2010/2/17,1:00,15.29
2010/2/17,1:15,15.27
2010/2/17,1:30,15.25
2010/2/17,1:45,15.22
2010/2/17,2:00,15.2
2010/2/17,2:15,15.18
