Date,Time,Temp.F,Temp.C
2011/1/27,2:30:00 PM,50.75,10.42
2011/1/27,2:45:00 PM,50.75,10.42
2011/1/27,3:00:00 PM,50.8,10.44
2011/1/27,3:15:00 PM,50.8,10.44
2011/1/27,3:30:00 PM,50.84,10.47
2011/1/27,3:45:00 PM,50.93,10.52
2011/1/27,4:00:00 PM,50.97,10.54
2011/1/27,4:15:00 PM,51.02,10.57
2011/1/27,4:30:00 PM,51.02,10.57
2011/1/27,4:45:00 PM,51.06,10.59
2011/1/27,5:00:00 PM,51.06,10.59
2011/1/27,5:15:00 PM,51.06,10.59
2011/1/27,5:30:00 PM,51.06,10.59
2011/1/27,5:45:00 PM,51.06,10.59
2011/1/27,6:00:00 PM,51.06,10.59
2011/1/27,6:15:00 PM,51.06,10.59
2011/1/27,6:30:00 PM,51.06,10.59
2011/1/27,6:45:00 PM,51.06,10.59
2011/1/27,7:00:00 PM,51.06,10.59
2011/1/27,7:15:00 PM,51.06,10.59
2011/1/27,7:30:00 PM,51.06,10.59
2011/1/27,7:45:00 PM,51.06,10.59
2011/1/27,8:00:00 PM,51.06,10.59
2011/1/27,8:15:00 PM,51.02,10.57
2011/1/27,8:30:00 PM,51.02,10.57
2011/1/27,8:45:00 PM,51.02,10.57
2011/1/27,9:00:00 PM,50.97,10.54
2011/1/27,9:15:00 PM,50.97,10.54
2011/1/27,9:30:00 PM,50.97,10.54
2011/1/27,9:45:00 PM,50.93,10.52
2011/1/27,10:00:00 PM,50.93,10.52
2011/1/27,10:15:00 PM,50.93,10.52
2011/1/27,10:30:00 PM,50.89,10.49
2011/1/27,10:45:00 PM,50.84,10.47
2011/1/27,11:00:00 PM,50.84,10.47
2011/1/27,11:15:00 PM,50.84,10.47
2011/1/27,11:30:00 PM,50.84,10.47
2011/1/27,11:45:00 PM,50.84,10.47
2011/1/28,12:00:00 AM,50.84,10.47
2011/1/28,12:15:00 AM,50.84,10.47
2011/1/28,12:30:00 AM,50.84,10.47
2011/1/28,12:45:00 AM,50.84,10.47
2011/1/28,1:00:00 AM,50.84,10.47
2011/1/28,1:15:00 AM,50.84,10.47
2011/1/28,1:30:00 AM,50.89,10.49
2011/1/28,1:45:00 AM,50.84,10.47
2011/1/28,2:00:00 AM,50.8,10.44
2011/1/28,2:15:00 AM,50.84,10.47
2011/1/28,2:30:00 AM,50.8,10.44
2011/1/28,2:45:00 AM,50.8,10.44
2011/1/28,3:00:00 AM,50.8,10.44
2011/1/28,3:15:00 AM,50.8,10.44
2011/1/28,3:30:00 AM,50.75,10.42
2011/1/28,3:45:00 AM,50.75,10.42
2011/1/28,4:00:00 AM,50.75,10.42
2011/1/28,4:15:00 AM,50.75,10.42
2011/1/28,4:30:00 AM,50.75,10.42
2011/1/28,4:45:00 AM,50.75,10.42
2011/1/28,5:00:00 AM,50.71,10.39
2011/1/28,5:15:00 AM,50.66,10.37
2011/1/28,5:30:00 AM,50.66,10.37
2011/1/28,5:45:00 AM,50.66,10.37
2011/1/28,6:00:00 AM,50.66,10.37
2011/1/28,6:15:00 AM,50.66,10.37
2011/1/28,6:30:00 AM,50.58,10.32
2011/1/28,6:45:00 AM,50.58,10.32
2011/1/28,7:00:00 AM,50.58,10.32
2011/1/28,7:15:00 AM,50.58,10.32
2011/1/28,7:30:00 AM,50.53,10.3
2011/1/28,7:45:00 AM,50.53,10.3
2011/1/28,8:00:00 AM,50.49,10.27
2011/1/28,8:15:00 AM,50.49,10.27
2011/1/28,8:30:00 AM,50.49,10.27
2011/1/28,8:45:00 AM,50.53,10.3
2011/1/28,9:00:00 AM,50.58,10.32
2011/1/28,9:15:00 AM,50.58,10.32
2011/1/28,9:30:00 AM,50.58,10.32
2011/1/28,9:45:00 AM,50.58,10.32
2011/1/28,10:00:00 AM,50.58,10.32
2011/1/28,10:15:00 AM,50.58,10.32
2011/1/28,10:30:00 AM,50.58,10.32
2011/1/28,10:45:00 AM,50.58,10.32
2011/1/28,11:00:00 AM,50.62,10.35
2011/1/28,11:15:00 AM,50.62,10.35
2011/1/28,11:30:00 AM,50.62,10.35
2011/1/28,11:45:00 AM,50.66,10.37
2011/1/28,12:00:00 PM,50.66,10.37
2011/1/28,12:15:00 PM,50.71,10.39
2011/1/28,12:30:00 PM,50.66,10.37
2011/1/28,12:45:00 PM,50.75,10.42
2011/1/28,1:00:00 PM,50.75,10.42
2011/1/28,1:15:00 PM,50.71,10.39
2011/1/28,1:30:00 PM,50.71,10.39
2011/1/28,1:45:00 PM,50.66,10.37
2011/1/28,2:00:00 PM,50.66,10.37
2011/1/28,2:15:00 PM,50.66,10.37
2011/1/28,2:30:00 PM,50.62,10.35
2011/1/28,2:45:00 PM,50.58,10.32
2011/1/28,3:00:00 PM,50.58,10.32
2011/1/28,3:15:00 PM,50.53,10.3
2011/1/28,3:30:00 PM,50.53,10.3
2011/1/28,3:45:00 PM,50.53,10.3
2011/1/28,4:00:00 PM,50.53,10.3
2011/1/28,4:15:00 PM,50.53,10.3
2011/1/28,4:30:00 PM,50.53,10.3
2011/1/28,4:45:00 PM,50.58,10.32
2011/1/28,5:00:00 PM,50.58,10.32
2011/1/28,5:15:00 PM,50.58,10.32
2011/1/28,5:30:00 PM,50.58,10.32
2011/1/28,5:45:00 PM,50.62,10.35
2011/1/28,6:00:00 PM,50.62,10.35
2011/1/28,6:15:00 PM,50.58,10.32
2011/1/28,6:30:00 PM,50.62,10.35
2011/1/28,6:45:00 PM,50.58,10.32
2011/1/28,7:00:00 PM,50.58,10.32
2011/1/28,7:15:00 PM,50.58,10.32
2011/1/28,7:30:00 PM,50.53,10.3
2011/1/28,7:45:00 PM,50.53,10.3
2011/1/28,8:00:00 PM,50.49,10.27
2011/1/28,8:15:00 PM,50.49,10.27
2011/1/28,8:30:00 PM,50.49,10.27
2011/1/28,8:45:00 PM,50.49,10.27
2011/1/28,9:00:00 PM,50.45,10.25
2011/1/28,9:15:00 PM,50.45,10.25
2011/1/28,9:30:00 PM,50.45,10.25
2011/1/28,9:45:00 PM,50.45,10.25
2011/1/28,10:00:00 PM,50.4,10.22
2011/1/28,10:15:00 PM,50.4,10.22
2011/1/28,10:30:00 PM,50.4,10.22
2011/1/28,10:45:00 PM,50.4,10.22
2011/1/28,11:00:00 PM,50.4,10.22
2011/1/28,11:15:00 PM,50.36,10.2
2011/1/28,11:30:00 PM,50.36,10.2
2011/1/28,11:45:00 PM,50.36,10.2
2011/1/29,12:00:00 AM,50.31,10.17
2011/1/29,12:15:00 AM,50.31,10.17
2011/1/29,12:30:00 AM,50.36,10.2
2011/1/29,12:45:00 AM,50.31,10.17
2011/1/29,1:00:00 AM,50.36,10.2
2011/1/29,1:15:00 AM,50.31,10.17
2011/1/29,1:30:00 AM,50.36,10.2
2011/1/29,1:45:00 AM,50.36,10.2
2011/1/29,2:00:00 AM,50.36,10.2
2011/1/29,2:15:00 AM,50.36,10.2
2011/1/29,2:30:00 AM,50.36,10.2
2011/1/29,2:45:00 AM,50.31,10.17
2011/1/29,3:00:00 AM,50.31,10.17
2011/1/29,3:15:00 AM,50.36,10.2
2011/1/29,3:30:00 AM,50.31,10.17
2011/1/29,3:45:00 AM,50.31,10.17
2011/1/29,4:00:00 AM,50.31,10.17
2011/1/29,4:15:00 AM,50.27,10.15
2011/1/29,4:30:00 AM,50.27,10.15
2011/1/29,4:45:00 AM,50.27,10.15
2011/1/29,5:00:00 AM,50.27,10.15
2011/1/29,5:15:00 AM,50.27,10.15
2011/1/29,5:30:00 AM,50.27,10.15
2011/1/29,5:45:00 AM,50.22,10.12
2011/1/29,6:00:00 AM,50.22,10.12
2011/1/29,6:15:00 AM,50.18,10.1
2011/1/29,6:30:00 AM,50.18,10.1
2011/1/29,6:45:00 AM,50.18,10.1
2011/1/29,7:00:00 AM,50.14,10.08
2011/1/29,7:15:00 AM,50.14,10.08
2011/1/29,7:30:00 AM,50.14,10.08
2011/1/29,7:45:00 AM,50.14,10.08
2011/1/29,8:00:00 AM,50.14,10.08
2011/1/29,8:15:00 AM,50.09,10.05
2011/1/29,8:30:00 AM,50.09,10.05
2011/1/29,8:45:00 AM,50.09,10.05
2011/1/29,9:00:00 AM,50.09,10.05
2011/1/29,9:15:00 AM,50.09,10.05
2011/1/29,9:30:00 AM,50.14,10.08
2011/1/29,9:45:00 AM,50.14,10.08
2011/1/29,10:00:00 AM,50.14,10.08
2011/1/29,10:15:00 AM,50.14,10.08
2011/1/29,10:30:00 AM,50.18,10.1
2011/1/29,10:45:00 AM,50.18,10.1
2011/1/29,11:00:00 AM,50.18,10.1
2011/1/29,11:15:00 AM,50.18,10.1
2011/1/29,11:30:00 AM,50.18,10.1
2011/1/29,11:45:00 AM,50.22,10.12
2011/1/29,12:00:00 PM,50.22,10.12
2011/1/29,12:15:00 PM,50.31,10.17
2011/1/29,12:30:00 PM,50.31,10.17
2011/1/29,12:45:00 PM,50.36,10.2
2011/1/29,1:00:00 PM,50.4,10.22
2011/1/29,1:15:00 PM,50.36,10.2
2011/1/29,1:30:00 PM,50.4,10.22
2011/1/29,1:45:00 PM,50.4,10.22
2011/1/29,2:00:00 PM,50.49,10.27
2011/1/29,2:15:00 PM,50.58,10.32
2011/1/29,2:30:00 PM,50.84,10.47
2011/1/29,2:45:00 PM,50.93,10.52
2011/1/29,3:00:00 PM,50.49,10.27
2011/1/29,3:15:00 PM,50.45,10.25
2011/1/29,3:30:00 PM,50.4,10.22
2011/1/29,3:45:00 PM,50.4,10.22
2011/1/29,4:00:00 PM,50.31,10.17
2011/1/29,4:15:00 PM,50.31,10.17
2011/1/29,4:30:00 PM,50.31,10.17
2011/1/29,4:45:00 PM,50.36,10.2
2011/1/29,5:00:00 PM,50.36,10.2
2011/1/29,5:15:00 PM,50.36,10.2
2011/1/29,5:30:00 PM,50.4,10.22
2011/1/29,5:45:00 PM,50.4,10.22
2011/1/29,6:00:00 PM,50.45,10.25
2011/1/29,6:15:00 PM,50.45,10.25
2011/1/29,6:30:00 PM,50.45,10.25
2011/1/29,6:45:00 PM,50.45,10.25
2011/1/29,7:00:00 PM,50.45,10.25
2011/1/29,7:15:00 PM,50.45,10.25
2011/1/29,7:30:00 PM,50.45,10.25
2011/1/29,7:45:00 PM,50.4,10.22
2011/1/29,8:00:00 PM,50.4,10.22
2011/1/29,8:15:00 PM,50.36,10.2
2011/1/29,8:30:00 PM,50.36,10.2
2011/1/29,8:45:00 PM,50.31,10.17
2011/1/29,9:00:00 PM,50.31,10.17
2011/1/29,9:15:00 PM,50.27,10.15
2011/1/29,9:30:00 PM,50.27,10.15
2011/1/29,9:45:00 PM,50.22,10.12
2011/1/29,10:00:00 PM,50.22,10.12
2011/1/29,10:15:00 PM,50.22,10.12
2011/1/29,10:30:00 PM,50.22,10.12
2011/1/29,10:45:00 PM,50.18,10.1
2011/1/29,11:00:00 PM,50.18,10.1
2011/1/29,11:15:00 PM,50.18,10.1
2011/1/29,11:30:00 PM,50.18,10.1
2011/1/29,11:45:00 PM,50.18,10.1
2011/1/30,12:00:00 AM,50.14,10.08
2011/1/30,12:15:00 AM,50.14,10.08
2011/1/30,12:30:00 AM,50.14,10.08
2011/1/30,12:45:00 AM,50.14,10.08
2011/1/30,1:00:00 AM,50.14,10.08
2011/1/30,1:15:00 AM,50.09,10.05
2011/1/30,1:30:00 AM,50.14,10.08
2011/1/30,1:45:00 AM,50.09,10.05
2011/1/30,2:00:00 AM,50.09,10.05
2011/1/30,2:15:00 AM,50.09,10.05
2011/1/30,2:30:00 AM,50.09,10.05
2011/1/30,2:45:00 AM,50.09,10.05
2011/1/30,3:00:00 AM,50.09,10.05
2011/1/30,3:15:00 AM,50.05,10.03
2011/1/30,3:30:00 AM,50.05,10.03
2011/1/30,3:45:00 AM,50.09,10.05
2011/1/30,4:00:00 AM,50.05,10.03
2011/1/30,4:15:00 AM,50.05,10.03
2011/1/30,4:30:00 AM,50.05,10.03
2011/1/30,4:45:00 AM,50.05,10.03
2011/1/30,5:00:00 AM,50,10
2011/1/30,5:15:00 AM,49.96,9.98
2011/1/30,5:30:00 AM,49.96,9.98
2011/1/30,5:45:00 AM,49.96,9.98
2011/1/30,6:00:00 AM,49.96,9.98
2011/1/30,6:15:00 AM,49.96,9.98
2011/1/30,6:30:00 AM,49.96,9.98
2011/1/30,6:45:00 AM,49.96,9.98
2011/1/30,7:00:00 AM,49.91,9.95
2011/1/30,7:15:00 AM,49.87,9.93
2011/1/30,7:30:00 AM,49.87,9.93
2011/1/30,7:45:00 AM,49.87,9.93
2011/1/30,8:00:00 AM,49.83,9.9
2011/1/30,8:15:00 AM,49.83,9.9
2011/1/30,8:30:00 AM,49.83,9.9
2011/1/30,8:45:00 AM,49.78,9.88
2011/1/30,9:00:00 AM,49.78,9.88
2011/1/30,9:15:00 AM,49.69,9.83
2011/1/30,9:30:00 AM,49.74,9.85
2011/1/30,9:45:00 AM,49.74,9.85
2011/1/30,10:00:00 AM,49.74,9.85
2011/1/30,10:15:00 AM,49.74,9.85
2011/1/30,10:30:00 AM,49.83,9.9
2011/1/30,10:45:00 AM,49.87,9.93
2011/1/30,11:00:00 AM,49.96,9.98
2011/1/30,11:15:00 AM,49.96,9.98
2011/1/30,11:30:00 AM,49.96,9.98
2011/1/30,11:45:00 AM,49.96,9.98
2011/1/30,12:00:00 PM,50.05,10.03
2011/1/30,12:15:00 PM,50.05,10.03
2011/1/30,12:30:00 PM,50.05,10.03
2011/1/30,12:45:00 PM,50.05,10.03
2011/1/30,1:00:00 PM,50.05,10.03
2011/1/30,1:15:00 PM,50.05,10.03
2011/1/30,1:30:00 PM,50.05,10.03
2011/1/30,1:45:00 PM,50,10
2011/1/30,2:00:00 PM,50,10
2011/1/30,2:15:00 PM,50.05,10.03
2011/1/30,2:30:00 PM,50.09,10.05
2011/1/30,2:45:00 PM,50.14,10.08
2011/1/30,3:00:00 PM,50.27,10.15
2011/1/30,3:15:00 PM,50.14,10.08
2011/1/30,3:30:00 PM,50.05,10.03
2011/1/30,3:45:00 PM,50.05,10.03
2011/1/30,4:00:00 PM,49.96,9.98
2011/1/30,4:15:00 PM,49.96,9.98
2011/1/30,4:30:00 PM,49.96,9.98
2011/1/30,4:45:00 PM,49.96,9.98
2011/1/30,5:00:00 PM,49.96,9.98
2011/1/30,5:15:00 PM,49.96,9.98
2011/1/30,5:30:00 PM,49.96,9.98
2011/1/30,5:45:00 PM,49.96,9.98
2011/1/30,6:00:00 PM,49.96,9.98
2011/1/30,6:15:00 PM,49.96,9.98
2011/1/30,6:30:00 PM,49.96,9.98
2011/1/30,6:45:00 PM,49.96,9.98
2011/1/30,7:00:00 PM,49.96,9.98
2011/1/30,7:15:00 PM,49.91,9.95
2011/1/30,7:30:00 PM,49.87,9.93
2011/1/30,7:45:00 PM,49.87,9.93
2011/1/30,8:00:00 PM,49.78,9.88
2011/1/30,8:15:00 PM,49.78,9.88
2011/1/30,8:30:00 PM,49.74,9.85
2011/1/30,8:45:00 PM,49.69,9.83
2011/1/30,9:00:00 PM,49.65,9.81
2011/1/30,9:15:00 PM,49.6,9.78
2011/1/30,9:30:00 PM,49.6,9.78
2011/1/30,9:45:00 PM,49.6,9.78
2011/1/30,10:00:00 PM,49.56,9.76
2011/1/30,10:15:00 PM,49.56,9.76
2011/1/30,10:30:00 PM,49.56,9.76
2011/1/30,10:45:00 PM,49.56,9.76
2011/1/30,11:00:00 PM,49.56,9.76
2011/1/30,11:15:00 PM,49.56,9.76
2011/1/30,11:30:00 PM,49.52,9.73
2011/1/30,11:45:00 PM,49.52,9.73
2011/1/31,12:00:00 AM,49.52,9.73
2011/1/31,12:15:00 AM,49.52,9.73
2011/1/31,12:30:00 AM,49.52,9.73
2011/1/31,12:45:00 AM,49.47,9.71
2011/1/31,1:00:00 AM,49.47,9.71
2011/1/31,1:15:00 AM,49.43,9.68
2011/1/31,1:30:00 AM,49.38,9.66
2011/1/31,1:45:00 AM,49.34,9.63
2011/1/31,2:00:00 AM,49.38,9.66
2011/1/31,2:15:00 AM,49.38,9.66
2011/1/31,2:30:00 AM,49.34,9.63
2011/1/31,2:45:00 AM,49.38,9.66
2011/1/31,3:00:00 AM,49.38,9.66
2011/1/31,3:15:00 AM,49.34,9.63
2011/1/31,3:30:00 AM,49.34,9.63
2011/1/31,3:45:00 AM,49.34,9.63
2011/1/31,4:00:00 AM,49.34,9.63
2011/1/31,4:15:00 AM,49.34,9.63
2011/1/31,4:30:00 AM,49.25,9.58
2011/1/31,4:45:00 AM,49.34,9.63
2011/1/31,5:00:00 AM,49.29,9.61
2011/1/31,5:15:00 AM,49.29,9.61
2011/1/31,5:30:00 AM,49.29,9.61
2011/1/31,5:45:00 AM,49.2,9.56
2011/1/31,6:00:00 AM,49.25,9.58
2011/1/31,6:15:00 AM,49.25,9.58
2011/1/31,6:30:00 AM,49.25,9.58
2011/1/31,6:45:00 AM,49.2,9.56
2011/1/31,7:00:00 AM,49.16,9.53
2011/1/31,7:15:00 AM,49.16,9.53
2011/1/31,7:30:00 AM,49.12,9.51
2011/1/31,7:45:00 AM,49.12,9.51
2011/1/31,8:00:00 AM,49.07,9.49
2011/1/31,8:15:00 AM,49.07,9.49
2011/1/31,8:30:00 AM,49.07,9.49
2011/1/31,8:45:00 AM,49.07,9.49
2011/1/31,9:00:00 AM,49.03,9.46
2011/1/31,9:15:00 AM,49.03,9.46
2011/1/31,9:30:00 AM,48.98,9.44
2011/1/31,9:45:00 AM,48.98,9.44
2011/1/31,10:00:00 AM,48.98,9.44
2011/1/31,10:15:00 AM,48.98,9.44
2011/1/31,10:30:00 AM,48.98,9.44
2011/1/31,10:45:00 AM,48.98,9.44
2011/1/31,11:00:00 AM,49.03,9.46
2011/1/31,11:15:00 AM,49.16,9.53
2011/1/31,11:30:00 AM,49.34,9.63
2011/1/31,11:45:00 AM,49.83,9.9
2011/1/31,12:00:00 PM,50,10
2011/1/31,12:15:00 PM,50.4,10.22
2011/1/31,12:30:00 PM,50.09,10.05
2011/1/31,12:45:00 PM,49.56,9.76
2011/1/31,1:00:00 PM,49.52,9.73
2011/1/31,1:15:00 PM,49.65,9.81
2011/1/31,1:30:00 PM,49.65,9.81
2011/1/31,1:45:00 PM,50.05,10.03
2011/1/31,2:00:00 PM,49.83,9.9
2011/1/31,2:15:00 PM,50.05,10.03
2011/1/31,2:30:00 PM,50.18,10.1
2011/1/31,2:45:00 PM,50.4,10.22
2011/1/31,3:00:00 PM,50.36,10.2
2011/1/31,3:15:00 PM,50.45,10.25
2011/1/31,3:30:00 PM,50.27,10.15
2011/1/31,3:45:00 PM,50,10
2011/1/31,4:00:00 PM,49.96,9.98
2011/1/31,4:15:00 PM,49.91,9.95
2011/1/31,4:30:00 PM,49.83,9.9
2011/1/31,4:45:00 PM,49.74,9.85
2011/1/31,5:00:00 PM,49.78,9.88
2011/1/31,5:15:00 PM,49.83,9.9
2011/1/31,5:30:00 PM,49.78,9.88
2011/1/31,5:45:00 PM,49.74,9.85
2011/1/31,6:00:00 PM,49.78,9.88
2011/1/31,6:15:00 PM,49.87,9.93
2011/1/31,6:30:00 PM,49.91,9.95
2011/1/31,6:45:00 PM,49.96,9.98
2011/1/31,7:00:00 PM,50.05,10.03
2011/1/31,7:15:00 PM,50.05,10.03
2011/1/31,7:30:00 PM,50,10
2011/1/31,7:45:00 PM,50,10
2011/1/31,8:00:00 PM,50,10
2011/1/31,8:15:00 PM,49.96,9.98
2011/1/31,8:30:00 PM,49.87,9.93
2011/1/31,8:45:00 PM,49.83,9.9
2011/1/31,9:00:00 PM,49.78,9.88
2011/1/31,9:15:00 PM,49.74,9.85
2011/1/31,9:30:00 PM,49.69,9.83
2011/1/31,9:45:00 PM,49.69,9.83
2011/1/31,10:00:00 PM,49.65,9.81
2011/1/31,10:15:00 PM,49.65,9.81
2011/1/31,10:30:00 PM,49.65,9.81
2011/1/31,10:45:00 PM,49.65,9.81
2011/1/31,11:00:00 PM,49.69,9.83
2011/1/31,11:15:00 PM,49.69,9.83
2011/1/31,11:30:00 PM,49.69,9.83
2011/1/31,11:45:00 PM,49.69,9.83
2011/2/1,12:00:00 AM,49.69,9.83
2011/2/1,12:15:00 AM,49.69,9.83
2011/2/1,12:30:00 AM,49.69,9.83
2011/2/1,12:45:00 AM,49.69,9.83
2011/2/1,1:00:00 AM,49.65,9.81
2011/2/1,1:15:00 AM,49.65,9.81
2011/2/1,1:30:00 AM,49.6,9.78
2011/2/1,1:45:00 AM,49.6,9.78
2011/2/1,2:00:00 AM,49.56,9.76
2011/2/1,2:15:00 AM,49.52,9.73
2011/2/1,2:30:00 AM,49.52,9.73
2011/2/1,2:45:00 AM,49.52,9.73
2011/2/1,3:00:00 AM,49.52,9.73
2011/2/1,3:15:00 AM,49.52,9.73
2011/2/1,3:30:00 AM,49.56,9.76
2011/2/1,3:45:00 AM,49.52,9.73
2011/2/1,4:00:00 AM,49.52,9.73
2011/2/1,4:15:00 AM,49.52,9.73
2011/2/1,4:30:00 AM,49.52,9.73
2011/2/1,4:45:00 AM,49.52,9.73
2011/2/1,5:00:00 AM,49.52,9.73
2011/2/1,5:15:00 AM,49.52,9.73
2011/2/1,5:30:00 AM,49.47,9.71
2011/2/1,5:45:00 AM,49.47,9.71
2011/2/1,6:00:00 AM,49.47,9.71
2011/2/1,6:15:00 AM,49.43,9.68
2011/2/1,6:30:00 AM,49.43,9.68
2011/2/1,6:45:00 AM,49.38,9.66
2011/2/1,7:00:00 AM,49.34,9.63
2011/2/1,7:15:00 AM,49.34,9.63
2011/2/1,7:30:00 AM,49.34,9.63
2011/2/1,7:45:00 AM,49.34,9.63
2011/2/1,8:00:00 AM,49.25,9.58
2011/2/1,8:15:00 AM,49.25,9.58
2011/2/1,8:30:00 AM,49.2,9.56
2011/2/1,8:45:00 AM,49.2,9.56
2011/2/1,9:00:00 AM,49.2,9.56
2011/2/1,9:15:00 AM,49.2,9.56
2011/2/1,9:30:00 AM,49.2,9.56
2011/2/1,9:45:00 AM,49.2,9.56
2011/2/1,10:00:00 AM,49.2,9.56
2011/2/1,10:15:00 AM,49.25,9.58
2011/2/1,10:30:00 AM,49.25,9.58
2011/2/1,10:45:00 AM,49.34,9.63
2011/2/1,11:00:00 AM,49.34,9.63
2011/2/1,11:15:00 AM,49.38,9.66
2011/2/1,11:30:00 AM,49.43,9.68
2011/2/1,11:45:00 AM,49.52,9.73
2011/2/1,12:00:00 PM,49.56,9.76
2011/2/1,12:15:00 PM,49.65,9.81
2011/2/1,12:30:00 PM,49.78,9.88
2011/2/1,12:45:00 PM,49.87,9.93
2011/2/1,1:00:00 PM,49.87,9.93
2011/2/1,1:15:00 PM,49.96,9.98
2011/2/1,1:30:00 PM,50,10
2011/2/1,1:45:00 PM,49.87,9.93
2011/2/1,2:00:00 PM,49.78,9.88
2011/2/1,2:15:00 PM,49.87,9.93
2011/2/1,2:30:00 PM,49.87,9.93
2011/2/1,2:45:00 PM,49.87,9.93
2011/2/1,3:00:00 PM,49.87,9.93
2011/2/1,3:15:00 PM,49.87,9.93
2011/2/1,3:30:00 PM,49.87,9.93
2011/2/1,3:45:00 PM,49.91,9.95
2011/2/1,4:00:00 PM,49.91,9.95
2011/2/1,4:15:00 PM,49.91,9.95
2011/2/1,4:30:00 PM,49.91,9.95
2011/2/1,4:45:00 PM,49.91,9.95
2011/2/1,5:00:00 PM,49.96,9.98
2011/2/1,5:15:00 PM,50,10
2011/2/1,5:30:00 PM,50.05,10.03
2011/2/1,5:45:00 PM,50,10
2011/2/1,6:00:00 PM,50,10
2011/2/1,6:15:00 PM,49.96,9.98
2011/2/1,6:30:00 PM,49.96,9.98
2011/2/1,6:45:00 PM,50,10
2011/2/1,7:00:00 PM,50.05,10.03
2011/2/1,7:15:00 PM,50.05,10.03
2011/2/1,7:30:00 PM,50,10
2011/2/1,7:45:00 PM,50,10
2011/2/1,8:00:00 PM,49.96,9.98
2011/2/1,8:15:00 PM,49.96,9.98
2011/2/1,8:30:00 PM,49.96,9.98
2011/2/1,8:45:00 PM,49.87,9.93
2011/2/1,9:00:00 PM,49.83,9.9
2011/2/1,9:15:00 PM,49.78,9.88
2011/2/1,9:30:00 PM,49.69,9.83
2011/2/1,9:45:00 PM,49.69,9.83
2011/2/1,10:00:00 PM,49.65,9.81
2011/2/1,10:15:00 PM,49.65,9.81
2011/2/1,10:30:00 PM,49.6,9.78
2011/2/1,10:45:00 PM,49.69,9.83
2011/2/1,11:00:00 PM,49.69,9.83
2011/2/1,11:15:00 PM,49.74,9.85
2011/2/1,11:30:00 PM,49.78,9.88
2011/2/1,11:45:00 PM,49.74,9.85
2011/2/2,12:00:00 AM,49.74,9.85
2011/2/2,12:15:00 AM,49.74,9.85
2011/2/2,12:30:00 AM,49.69,9.83
2011/2/2,12:45:00 AM,49.65,9.81
2011/2/2,1:00:00 AM,49.6,9.78
2011/2/2,1:15:00 AM,49.56,9.76
2011/2/2,1:30:00 AM,49.56,9.76
2011/2/2,1:45:00 AM,49.52,9.73
2011/2/2,2:00:00 AM,49.52,9.73
2011/2/2,2:15:00 AM,49.43,9.68
2011/2/2,2:30:00 AM,49.38,9.66
2011/2/2,2:45:00 AM,49.34,9.63
2011/2/2,3:00:00 AM,49.25,9.58
2011/2/2,3:15:00 AM,49.34,9.63
2011/2/2,3:30:00 AM,49.25,9.58
2011/2/2,3:45:00 AM,49.29,9.61
2011/2/2,4:00:00 AM,49.25,9.58
2011/2/2,4:15:00 AM,49.16,9.53
2011/2/2,4:30:00 AM,49.25,9.58
2011/2/2,4:45:00 AM,49.16,9.53
2011/2/2,5:00:00 AM,49.2,9.56
2011/2/2,5:15:00 AM,49.25,9.58
2011/2/2,5:30:00 AM,49.12,9.51
2011/2/2,5:45:00 AM,49.12,9.51
2011/2/2,6:00:00 AM,49.03,9.46
2011/2/2,6:15:00 AM,48.98,9.44
2011/2/2,6:30:00 AM,48.98,9.44
2011/2/2,6:45:00 AM,49.03,9.46
2011/2/2,7:00:00 AM,48.94,9.41
2011/2/2,7:15:00 AM,48.94,9.41
2011/2/2,7:30:00 AM,48.94,9.41
2011/2/2,7:45:00 AM,48.9,9.39
2011/2/2,8:00:00 AM,48.9,9.39
2011/2/2,8:15:00 AM,48.9,9.39
2011/2/2,8:30:00 AM,48.9,9.39
2011/2/2,8:45:00 AM,48.85,9.36
2011/2/2,9:00:00 AM,48.9,9.39
2011/2/2,9:15:00 AM,48.9,9.39
2011/2/2,9:30:00 AM,48.94,9.41
2011/2/2,9:45:00 AM,48.94,9.41
2011/2/2,10:00:00 AM,48.98,9.44
2011/2/2,10:15:00 AM,48.98,9.44
2011/2/2,10:30:00 AM,48.98,9.44
2011/2/2,10:45:00 AM,49.03,9.46
2011/2/2,11:00:00 AM,49.07,9.49
2011/2/2,11:15:00 AM,49.16,9.53
2011/2/2,11:30:00 AM,49.2,9.56
2011/2/2,11:45:00 AM,49.29,9.61
2011/2/2,12:00:00 PM,49.34,9.63
2011/2/2,12:15:00 PM,49.38,9.66
2011/2/2,12:30:00 PM,49.43,9.68
2011/2/2,12:45:00 PM,49.52,9.73
2011/2/2,1:00:00 PM,49.6,9.78
2011/2/2,1:15:00 PM,49.74,9.85
2011/2/2,1:30:00 PM,49.74,9.85
2011/2/2,1:45:00 PM,49.96,9.98
2011/2/2,2:00:00 PM,50.49,10.27
2011/2/2,2:15:00 PM,50.66,10.37
2011/2/2,2:30:00 PM,50.71,10.39
2011/2/2,2:45:00 PM,50.62,10.35
2011/2/2,3:00:00 PM,50.58,10.32
2011/2/2,3:15:00 PM,49.91,9.95
2011/2/2,3:30:00 PM,49.83,9.9
2011/2/2,3:45:00 PM,49.74,9.85
2011/2/2,4:00:00 PM,49.74,9.85
2011/2/2,4:15:00 PM,49.74,9.85
2011/2/2,4:30:00 PM,49.74,9.85
