Date,Time,Temp.F,Temp.C,Batt.V
2012/1/3,3:30:00 PM,47.38,8.54,3.6
2012/1/3,3:45:00 PM,47.24,8.47,3.57
2012/1/3,4:00:00 PM,47.2,8.44,3.57
2012/1/3,4:15:00 PM,47.2,8.44,3.57
2012/1/3,4:30:00 PM,47.2,8.44,3.57
2012/1/3,4:45:00 PM,47.15,8.42,3.57
2012/1/3,5:00:00 PM,47.15,8.42,3.57
2012/1/3,5:15:00 PM,47.2,8.44,3.57
2012/1/3,5:30:00 PM,47.2,8.44,3.57
2012/1/3,5:45:00 PM,47.2,8.44,3.57
2012/1/3,6:00:00 PM,47.2,8.44,3.57
2012/1/3,6:15:00 PM,47.2,8.44,3.57
2012/1/3,6:30:00 PM,47.24,8.47,3.57
2012/1/3,6:45:00 PM,47.24,8.47,3.57
2012/1/3,7:00:00 PM,47.24,8.47,3.57
2012/1/3,7:15:00 PM,47.29,8.49,3.57
2012/1/3,7:30:00 PM,47.29,8.49,3.57
2012/1/3,7:45:00 PM,47.29,8.49,3.57
2012/1/3,8:00:00 PM,47.33,8.52,3.57
2012/1/3,8:15:00 PM,47.29,8.49,3.57
2012/1/3,8:30:00 PM,47.29,8.49,3.57
2012/1/3,8:45:00 PM,47.29,8.49,3.57
2012/1/3,9:00:00 PM,47.24,8.47,3.57
2012/1/3,9:15:00 PM,47.24,8.47,3.57
2012/1/3,9:30:00 PM,47.2,8.44,3.57
2012/1/3,9:45:00 PM,47.15,8.42,3.57
2012/1/3,10:00:00 PM,47.15,8.42,3.57
2012/1/3,10:15:00 PM,47.11,8.39,3.57
2012/1/3,10:30:00 PM,47.11,8.39,3.57
2012/1/3,10:45:00 PM,47.11,8.39,3.57
2012/1/3,11:00:00 PM,47.11,8.39,3.57
2012/1/3,11:15:00 PM,47.15,8.42,3.57
2012/1/3,11:30:00 PM,47.15,8.42,3.57
2012/1/3,11:45:00 PM,47.15,8.42,3.57
2012/1/4,12:00:00 AM,47.15,8.42,3.57
2012/1/4,12:15:00 AM,47.11,8.39,3.57
2012/1/4,12:30:00 AM,47.11,8.39,3.57
2012/1/4,12:45:00 AM,47.11,8.39,3.57
2012/1/4,1:00:00 AM,47.11,8.39,3.57
