"","SampleDate","day.t"
"106",1998-06-03,18.33
"107",1998-06-04,NA
"108",1998-06-05,19.44
"109",1998-06-08,20.28
"110",1998-06-09,20.56
"111",1998-06-10,20.56
"112",1998-06-11,19.44
"113",1998-06-12,20.558
"114",1998-06-15,28.33375
"115",1998-06-16,25.1866666666667
"116",1998-06-17,22.22
"117",1998-06-18,23.33
"118",1998-06-19,23.33
"119",1998-06-22,22.22
"120",1998-06-23,22.78
"121",1998-06-24,NA
"122",1998-06-25,22.78
"123",1998-07-14,25.83
"124",1998-08-28,22.78
"125",1998-10-09,19.445
"126",1998-11-23,12.775
"127",1998-12-03,NA
"128",1998-12-04,11.11
"129",1998-12-07,8.33
"130",1998-12-08,7.78
"131",1998-12-09,7.22
"132",1998-12-10,7.22
"133",1998-12-11,8.33
"134",1998-12-14,8.33
"135",1998-12-15,8.89
"136",1998-12-16,9.44
"137",1998-12-17,9.44
"138",1998-12-18,9.44
"139",1998-12-21,5.18666666666667
"140",1998-12-22,6.11
"141",1998-12-23,4.44
"142",1998-12-24,4.44
"143",1998-12-28,5
"144",1998-12-29,5.56
"145",1998-12-30,5.56
"146",1998-12-31,6.11
"147",1999-01-04,7.78
"148",1999-01-05,7.67
"149",1999-01-07,6.94
"150",1999-01-08,7.5
"151",1999-01-11,6.525
"152",1999-01-12,6.11
"153",1999-01-14,6.11
"154",1999-01-15,6.67
"155",1999-01-19,10
"156",1999-01-21,11.11
"157",1999-01-22,11.11
"158",1999-01-25,9.17
"159",1999-01-26,8.89
"160",1999-01-28,7.78
"161",1999-01-29,8.06
"162",1999-02-01,7.22
"163",1999-02-02,8.06
"164",1999-02-04,8.61
"165",1999-02-05,9.17
"166",1999-02-08,9.81333333333333
"167",1999-02-09,9.44
"168",1999-02-10,9.17
"169",1999-02-11,9.35333333333333
"170",1999-02-12,NA
"171",1999-02-13,7.78
"172",1999-02-14,8.055
"173",1999-02-15,9.07333333333333
"174",1999-02-16,8.61
"175",1999-02-17,9.72
"176",1999-02-18,9.944
"177",1999-02-19,9.17
"178",1999-02-20,9.2375
"179",1999-02-21,8.70333333333333
"180",1999-02-22,10.2757142857143
"181",1999-02-23,10.415
"182",1999-02-24,10.498
"183",1999-02-25,10.28
"184",1999-02-28,10.56
"185",1999-03-01,10.9266666666667
"186",1999-03-02,NA
"187",1999-03-03,11.345
"188",1999-03-04,11.67
"189",1999-03-05,10.97
"190",1999-03-06,11.39
"191",1999-03-08,9.556
"192",1999-03-09,9.44
"193",1999-03-10,9.61
"194",1999-03-11,9.44
"195",1999-03-12,NA
"196",1999-03-13,NA
"197",1999-03-15,12.41
"198",1999-03-16,12.22
"199",1999-03-17,12.78
"200",1999-03-18,13.61
"201",1999-03-19,14.4457142857143
"202",1999-03-20,12.78
"203",1999-03-22,13.33
"204",1999-03-24,15.0025
"205",1999-03-25,15.9725
"206",1999-03-26,16.276
"207",1999-03-27,12.225
"208",1999-03-29,16.205
"209",1999-03-30,12.5
"210",1999-03-31,13.475
"211",1999-04-01,11.94
"212",1999-04-02,11.67
"213",1999-04-05,10.56
"214",1999-04-06,10.28
"215",1999-04-07,13.8871428571429
"216",1999-04-08,12.22
"217",1999-04-09,14.93
"218",1999-04-11,12.22
"219",1999-04-12,12.78
"220",1999-04-13,15
"221",1999-04-14,21.444
"222",1999-04-15,16.67
"223",1999-04-16,18.33
"224",1999-04-19,18.61
"225",1999-04-20,18.61
"226",1999-04-21,18.6125
"227",1999-04-22,17.78
"228",1999-04-27,16.11
"229",1999-04-28,16.11
"230",1999-04-29,15.28
"231",1999-04-30,15.56
"232",1999-05-03,16.11
"233",1999-05-04,16.11
"234",1999-05-05,16.67
"235",1999-05-06,18.33
"236",1999-05-07,17.78
"237",1999-05-10,17.78
"238",1999-05-12,19.44
"239",1999-05-14,19.44
"240",1999-05-17,19.17
"241",1999-05-19,20.28
"242",1999-05-21,19.44
"243",1999-05-24,20.56
"244",1999-05-26,23.24
"245",1999-05-28,21.11
"246",1999-06-01,19.72
"247",1999-06-04,20
"248",1999-06-07,21.67
"249",1999-06-10,22.22
"250",1999-06-14,22.22
"251",1999-06-17,22.22
"252",1999-06-21,24.72
"253",1999-06-23,24.17
"254",1999-06-25,23.33
"255",1999-06-28,24.72
"256",1999-06-30,26.39
"257",1999-07-02,26.11
"258",1999-07-06,22.22
"259",1999-07-08,NA
"260",1999-07-27,NA
"261",1999-07-30,21.11
"262",1999-08-30,24.4433333333333
"263",1999-10-01,22.2266666666667
"264",1999-10-28,17.5933333333333
"265",1999-11-02,NA
"266",1999-11-03,16.67
"267",1999-11-05,16.11
"268",1999-11-08,15.56
"269",1999-11-10,15.28
"270",1999-11-12,15.56
"271",1999-11-15,16.11
"272",1999-11-17,15.28
"273",1999-11-19,14.44
"274",1999-11-22,12.22
"275",1999-11-24,11.11
"276",1999-11-29,11.5975
"277",1999-12-01,12.22
"278",1999-12-03,11.11
"279",1999-12-06,10.56
"280",1999-12-08,8.33
"281",1999-12-10,8.33
"282",1999-12-13,9.44
"283",1999-12-15,7.78
"284",1999-12-17,8.33
"285",1999-12-20,8.61
"286",1999-12-22,8.33
"287",1999-12-24,8.89
"288",1999-12-27,9.165
"289",1999-12-29,7.22
"290",1999-12-31,8.33
"291",2000-01-03,8.89
"292",2000-01-05,7.78
"293",2000-01-07,8.055
"294",2000-01-10,7.78
"295",2000-01-12,9.025
"296",2000-01-14,9.865
"297",2000-01-18,11.11
"298",2000-01-19,11.39
"299",2000-01-21,12.365
"300",2000-01-24,NA
"301",2000-01-26,11.11
"302",2000-01-27,11.11
"303",2000-01-28,11.02
"304",2000-01-31,10.695
"305",2000-02-02,10.97
"306",2000-02-03,11.11
"307",2000-02-04,10.83
"308",2000-02-07,11.67
"309",2000-02-09,12.22
"310",2000-02-11,11.94
"311",2000-02-14,11.67
"312",2000-02-15,11.25
"313",2000-02-16,11.6675
"314",2000-02-22,11.11
"315",2000-02-23,11.11
"316",2000-02-25,11.11
"317",2000-02-28,11.11
"318",2000-02-29,11.39
"319",2000-03-01,12.002
"320",2000-03-06,11.11
"321",2000-03-07,11.065
"322",2000-03-08,11.11
"323",2000-03-09,10.56
"324",2000-03-10,10.56
"325",2000-03-13,NA
"326",2000-03-14,13.195
"327",2000-03-15,12.2925
"328",2000-03-17,13.06
"329",2000-03-21,10.83
"330",2000-03-22,13.33
"331",2000-03-23,14.44
"332",2000-03-24,18.3755555555556
"333",2000-03-27,16.67
"334",2000-03-28,18.276
"335",2000-03-29,17.2233333333333
"336",2000-03-30,16.11
"337",2000-03-31,17.7766666666667
"338",2000-04-03,20
"339",2000-04-04,20
"340",2000-04-05,18.89
"341",2000-04-06,20.5566666666667
"342",2000-04-07,18.335
"343",2000-04-10,19.165
"344",2000-04-12,20.42
"345",2000-04-14,19.44
"346",2000-04-17,17.78
"347",2000-04-19,17.085
"348",2000-04-21,18.61
"349",2000-04-24,19.025
"350",2000-04-26,20.135
"351",2000-04-27,20.555
"352",2000-04-28,20.695
"353",2000-05-01,20
"354",2000-05-03,21.25
"355",2000-05-05,20.415
"356",2000-05-08,19.03
"357",2000-05-10,18.885
"358",2000-05-12,19.865
"359",2000-05-15,19.305
"360",2000-05-17,19.305
"361",2000-05-19,20.585
"362",2000-05-22,26.11
"363",2000-05-24,26.665
"364",2000-05-25,25.4633333333333
"365",2000-05-26,25
"366",2000-05-31,NA
"367",2000-06-02,25.28
"368",2000-06-05,20.28
"369",2000-06-07,20.42
"370",2000-06-09,21.39
"371",2000-06-12,22.08
"372",2000-06-14,23.195
"373",2000-06-16,25.695
"374",2000-06-19,23.055
"375",2000-06-21,23.61
"376",2000-06-23,23.75
"377",2000-06-26,25.056
"378",2000-06-28,24.03
"379",2000-06-30,23.47
"380",2000-07-27,25.8366666666667
"381",2000-09-08,25.37
"382",2000-09-26,NA
"383",2000-09-27,26.11
"384",2000-09-29,25.6975
"385",2000-10-02,25.56
"386",2000-10-04,25.56
"387",2000-10-06,26.11
"388",2000-10-10,25.56
"389",2000-10-12,17.78
"390",2000-10-13,16.67
"391",2000-10-16,17.78
"392",2000-10-18,17.78
"393",2000-10-20,18.33
"394",2000-10-23,13.33
"395",2000-10-25,14.44
"396",2000-10-27,15
"397",2000-10-30,14.44
"398",2000-11-01,14.165
"399",2000-11-03,13.33
"400",2000-11-06,13.89
"401",2000-11-08,13.89
"402",2000-11-09,13.33
"403",2000-11-13,11.11
"404",2000-11-15,10.83
"405",2000-11-17,9.44
"406",2000-11-20,9.44
"407",2000-11-21,9.44
"408",2000-11-24,11.11
"409",2000-11-27,10
"410",2000-11-29,9.86
"411",2000-12-01,9.44
"412",2000-12-04,10.56
"413",2000-12-06,9.72
"414",2000-12-08,9.72
"415",2000-12-11,11.11
"416",2000-12-13,11.11
"417",2000-12-15,11.67
"418",2000-12-18,9.72
"419",2000-12-20,9.44
"420",2000-12-22,8.61
"421",2000-12-27,8.06
"422",2000-12-29,7.985
"423",2001-01-02,7.78
"424",2001-01-03,7.915
"425",2001-01-05,8.195
"426",2001-01-08,8.33
"427",2001-01-10,8.195
"428",2001-01-12,8.89
"429",2001-01-16,7.92
"430",2001-01-17,6.945
"431",2001-01-19,7.36
"432",2001-01-22,7.78
"433",2001-01-24,8.61
"434",2001-01-25,8.3325
"435",2001-01-26,8.75
"436",2001-01-29,8.335
"437",2001-01-30,7.78
"438",2001-01-31,7.64
"439",2001-02-02,8.61
"440",2001-02-05,10.695
"441",2001-02-07,10.835
"442",2001-02-09,8.75
"443",2001-02-13,8.33
"444",2001-02-14,8.33
"445",2001-02-16,9.58
"446",2001-02-20,11.39
"447",2001-02-21,11.805
"448",2001-02-22,11.525
"449",2001-02-23,11.11
"450",2001-02-24,11.11
"451",2001-02-25,10
"452",2001-02-26,11.665
"453",2001-02-27,12.08
"454",2001-02-28,11.67
"455",2001-03-01,12.57
"456",2001-03-02,11.82
"457",2001-03-05,11.945
"458",2001-03-06,12.22
"459",2001-03-07,13.195
"460",2001-03-08,13.75
"461",2001-03-09,13.61
"462",2001-03-12,14.03
"463",2001-03-13,14.165
"464",2001-03-14,15.28
"465",2001-03-15,15.835
"466",2001-03-16,15
"467",2001-03-19,18.75
"468",2001-03-20,20.5533333333333
"469",2001-03-21,20.555
"470",2001-03-23,20
"471",2001-03-26,19.86
"472",2001-03-28,19.305
"473",2001-04-02,18.75
"474",2001-04-04,17.78
"475",2001-04-06,16.11
"476",2001-04-09,14.165
"477",2001-04-11,15.28
"478",2001-04-13,15.28
"479",2001-04-16,16.25
"480",2001-04-18,17.5
"481",2001-04-20,16.67
"482",2001-04-23,17.22
"483",2001-04-26,20.555
"484",2001-04-30,22.5
"485",2001-05-03,18.885
"486",2001-05-04,18.4233333333333
"487",2001-05-05,20.56
"488",2001-05-07,21.39
"489",2001-05-09,23.885
"490",2001-05-11,24.165
"491",2001-05-14,20.555
"492",2001-05-17,22.775
"493",2001-05-21,23.75
"494",2001-05-24,24.025
"495",2001-05-29,22.78
"496",2001-05-31,25.74
"497",2001-06-01,23.61
"498",2001-06-04,21.665
"499",2001-06-08,24.585
"500",2001-06-11,22.915
"501",2001-06-13,21.805
"502",2001-06-18,24.58
"503",2001-06-20,25.97
"504",2001-06-22,26.67
"505",2001-06-25,22.41
"506",2001-06-26,21.39
"507",2001-06-29,22.64
"508",2001-07-23,23.61
"509",2001-08-20,22.4066666666667
"510",2001-09-24,20
"511",2001-09-28,19.17
"512",2001-10-01,20.28
"513",2001-10-03,21.11
"514",2001-10-05,20.83
"515",2001-10-09,17.78
"516",2001-10-10,17.78
"517",2001-10-12,17
"518",2001-10-15,17.78
"519",2001-10-17,17.67
"520",2001-10-19,18
"521",2001-10-22,16.5
"522",2001-10-24,15.3
"523",2001-10-26,15.3
"524",2001-10-29,16.1
"525",2001-10-30,16.2
"526",2001-10-31,15.9
"527",2001-11-02,15.8
"528",2001-11-05,15.56
"529",2001-11-07,15.2
"530",2001-11-09,15
"531",2001-11-13,15.3
"532",2001-11-16,15.8
"533",2001-11-19,15.4
"534",2001-11-21,15.1
"535",2001-11-26,11.9
"536",2001-11-28,9.975
"537",2001-11-30,10.4
"538",2001-12-03,11
"539",2001-12-05,10
"540",2001-12-07,10.7
"541",2001-12-10,NA
"542",2001-12-12,10
"543",2001-12-14,9.6
"544",2001-12-17,9.1
"545",2001-12-18,9.86666666666667
"546",2001-12-19,9.3
"547",2001-12-21,9.7
"548",2001-12-24,9.9
"549",2001-12-26,10.2
"550",2001-12-28,10.5
"551",2001-12-31,12.7
"552",2002-01-01,NA
"553",2002-01-02,13.5
"554",2002-01-03,13.1
"555",2002-01-04,12.1
"556",2002-01-07,11.1566666666667
"557",2002-01-08,11.1125
"558",2002-01-09,12.8
"559",2002-01-10,11.9
"560",2002-01-11,11.5
"561",2002-01-14,11.25
"562",2002-01-15,10
"563",2002-01-16,10.25
"564",2002-01-18,8.6
"565",2002-01-22,8.55
"566",2002-01-23,8.35
"567",2002-01-24,10.1
"568",2002-01-25,9
"569",2002-01-28,8.55
"570",2002-01-30,8.25
"571",2002-02-01,8.2
"572",2002-02-04,9.3
"573",2002-02-06,10.15
"574",2002-02-08,12.3
"575",2002-02-11,12.3
"576",2002-02-13,13
"577",2002-02-15,13.35
"578",2002-02-18,13.6
"579",2002-02-20,13.8
"580",2002-02-22,14.8
"581",2002-02-25,15.4
"582",2002-02-26,16.125
"583",2002-02-27,15.35
"584",2002-03-01,13.9
"585",2002-03-04,14
"586",2002-03-06,14.05
"587",2002-03-08,14
"588",2002-03-11,14.95
"589",2002-03-12,15.4
"590",2002-03-13,14.95
"591",2002-03-15,14.3
"592",2002-03-18,12.7
"593",2002-03-20,14.3
"594",2002-03-21,15.6
"595",2002-03-22,15.1
"596",2002-03-25,16.05
"597",2002-03-26,17
"598",2002-03-29,20.1
"599",2002-04-01,19.95
"600",2002-04-03,19.8
"601",2002-04-05,18.6
"602",2002-04-08,18.5
"603",2002-04-10,17.95
"604",2002-04-12,19.15
"605",2002-04-15,19.65
"606",2002-04-17,17.05
"607",2002-04-19,16.35
"608",2002-04-22,17.75
"609",2002-04-24,19.4
"610",2002-04-25,19.9333333333333
"611",2002-04-26,17.95
"612",2002-04-29,16.65
"613",2002-05-01,16.55
"614",2002-05-03,17.25
"615",2002-05-06,19
"616",2002-05-08,18.95
"617",2002-05-10,18.1
"618",2002-05-13,20.85
"619",2002-05-15,NA
"620",2002-05-17,21.45
"621",2002-05-20,NA
"622",2002-05-22,NA
"623",2002-05-24,20.9
"624",2002-05-28,22.65
"625",2002-05-29,25
"626",2002-05-31,24.7
"627",2002-06-03,22.65
"628",2002-06-05,26.05
"629",2002-06-07,24.5
"630",2002-06-10,22.15
"631",2002-06-12,22
"632",2002-06-14,20.3
"633",2002-06-17,21.1
"634",2002-06-19,23.2
"635",2002-06-20,24.5666666666667
"636",2002-06-24,22.3
"637",2002-07-17,24.2666666666667
"638",2002-08-23,20.6333333333333
"639",2002-09-30,19.3666666666667
"640",2002-10-02,16.8
"641",2002-10-04,16.5
"642",2002-10-07,18.7
"643",2002-10-11,18.5
"644",2002-10-16,18.8
"645",2002-10-18,15.9
"646",2002-10-22,18.2
"647",2002-10-25,14.9
"648",2002-10-29,16.3
"649",2002-10-31,14.5
"650",2002-11-04,15.2
"651",2002-11-08,13.5
"652",2002-11-12,14.1
"653",2002-11-15,16.1
"654",2002-11-19,14.5
"655",2002-11-22,14
"656",2002-11-25,11.8
"657",2002-11-27,10.5
"658",2002-12-02,11.5
"659",2002-12-03,9.3
"660",2002-12-06,10
"661",2002-12-10,10.1
"662",2002-12-13,10.3
"663",2002-12-16,11.4
"664",2002-12-23,9.1
"665",2002-12-30,9.15
"666",2003-01-03,9.45
"667",2003-01-06,10.9333333333333
"668",2003-01-07,9.9
"669",2003-01-08,9.55
"670",2003-01-09,9.3
"671",2003-01-10,9
"672",2003-01-13,11.95
"673",2003-01-14,13
"674",2003-01-15,12.8
"675",2003-01-17,12
"676",2003-01-22,10.75
"677",2003-01-27,13.6
"678",2003-01-29,13.15
"679",2003-01-30,12.9
"680",2003-01-31,13
"681",2003-02-03,11.4333333333333
"682",2003-02-04,11.4
"683",2003-02-07,9.2
"684",2003-02-10,9.3
"685",2003-02-11,9.7
"686",2003-02-13,10.0666666666667
"687",2003-02-14,12.1
"688",2003-02-18,12.65
"689",2003-02-20,13.2
"690",2003-02-21,13.1
"691",2003-02-24,14.4
"692",2003-02-26,13.3
"693",2003-02-28,13.25
"694",2003-03-03,13.8
"695",2003-03-04,13.525
"696",2003-03-05,15.15
"697",2003-03-07,14.85
"698",2003-03-10,16
"699",2003-03-12,17.15
"700",2003-03-13,11.35
"701",2003-03-14,18.15
"702",2003-03-17,13.95
"703",2003-03-19,13.75
"704",2003-03-21,15.95
"705",2003-03-24,16.15
"706",2003-03-26,16.9
"707",2003-03-28,15.5
"708",2003-04-01,17.2
"709",2003-04-02,15.9666666666667
"710",2003-04-03,14.55
"711",2003-04-07,16.15
"712",2003-04-09,17.8
"713",2003-04-11,17.2
"714",2003-04-14,15.3
"715",2003-04-16,14
"716",2003-04-18,15.5
"717",2003-04-21,16.8
"718",2003-04-23,15.75
"719",2003-04-25,15.2
"720",2003-04-28,16.1
"721",2003-05-01,16.3
"722",2003-05-05,16.5
"723",2003-05-07,16.7
"724",2003-05-08,17.6
"725",2003-05-12,18.55
"726",2003-05-14,21.1
"727",2003-05-16,19.95
"728",2003-05-19,19.8
"729",2003-05-21,21.95
"730",2003-05-22,NA
"731",2003-05-23,24.15
"732",2003-05-27,24.04
"733",2003-05-28,24.95
"734",2003-05-29,NA
"735",2003-05-30,23.3
"736",2003-06-02,25.1
"737",2003-06-04,24.45
"738",2003-06-06,23.4
"739",2003-06-09,22.55
"740",2003-06-10,21.3
"741",2003-06-11,21.8
"742",2003-06-13,21.75
"743",2003-06-16,24.1
"744",2003-06-18,23.06
"745",2003-06-20,22.65
"746",2003-06-24,23
"747",2003-06-25,23.95
"748",2003-06-27,26.05
"749",2003-06-30,24.9
"750",2003-07-01,23.3
"751",2003-11-03,14.6
"752",2003-11-05,15.1
"753",2003-11-07,14.7
"754",2003-11-10,14.9
"755",2003-11-12,13.9
"756",2003-11-14,14.5
"757",2003-11-17,13.5
"758",2003-11-19,13.9
"759",2003-11-21,13.5
"760",2003-11-24,10.2
"761",2003-11-26,10.2
"762",2003-11-28,9.9
"763",2003-12-01,10.1
"764",2003-12-03,11.8
"765",2003-12-05,12.2
"766",2003-12-10,10.6
"767",2003-12-12,10.4
"768",2003-12-15,10.1
"769",2003-12-17,10
"770",2003-12-19,9.2
"771",2003-12-22,9.5
"772",2003-12-24,14.6
"773",2003-12-26,9.5
"774",2003-12-31,7.6
"775",2004-01-05,7.4
"776",2004-01-07,NA
"777",2004-01-08,NA
"778",2004-01-09,8.6
"779",2004-01-12,10.45
"780",2004-01-14,10
"781",2004-01-16,10.1
"782",2004-01-20,9.85
"783",2004-01-21,9.9
"784",2004-01-23,9.55
"785",2004-01-26,9.2
"786",2004-01-28,9.86666666666667
"787",2004-01-30,9.85
"788",2004-02-02,9.6
"789",2004-02-04,10.4
"790",2004-02-05,9.8
"791",2004-02-06,10.15
"792",2004-02-09,10.2
"793",2004-02-11,10.7
"794",2004-02-13,10.7
"795",2004-02-18,12.3
"796",2004-02-20,13.3
"797",2004-02-24,11.45
"798",2004-02-25,11.3
"799",2004-03-01,11.1
"800",2004-03-05,10.45
"801",2004-03-08,NA
"802",2004-03-10,15.8
"803",2004-03-12,16.7
"804",2004-03-15,19.6
"805",2004-03-17,18.6
"806",2004-03-19,20.5
"807",2004-03-22,20.8
"808",2004-03-24,19.45
"809",2004-03-26,16
"810",2004-03-29,17.7
"811",2004-03-31,16.6
"812",2004-04-02,15.2
"813",2004-04-05,15.7
"814",2004-04-07,17.5333333333333
"815",2004-04-09,19.9
"816",2004-04-12,18.7
"817",2004-04-14,18.5
"818",2004-04-16,17.7
"819",2004-04-19,16.15
"820",2004-04-21,16.8833333333333
"821",2004-04-23,17.45
"822",2004-04-26,21.15
"823",2004-04-28,22.7
"824",2004-04-30,21.25
"825",2004-05-03,22.8
"826",2004-05-05,22.3
"827",2004-05-07,21.675
"828",2004-05-10,21.725
"829",2004-05-12,20.9
"830",2004-05-14,22.15
"831",2004-05-18,20.5
"832",2004-05-19,22.7
"833",2004-05-20,22.8
"834",2004-05-21,21.65
"835",2004-05-24,20.9
"836",2004-05-26,20.7
"837",2004-05-28,20.05
"838",2004-06-01,23.2
"839",2004-06-02,23.8
"840",2004-06-04,23.35
"841",2004-06-07,22.35
"842",2004-06-09,23.05
"843",2004-06-11,22.2
"844",2004-06-14,23.65
"845",2004-06-16,24.4
"846",2004-06-18,23.85
"847",2004-06-22,24
"848",2004-06-23,22.8
"849",2004-06-25,22.5
"850",2004-06-28,23.45
"851",2004-06-30,22.2
"852",2004-10-04,NA
"853",2004-10-07,19.3
"854",2004-10-08,20
"855",2004-10-12,17.7
"856",2004-10-13,18.8
"857",2004-10-15,17.7
"858",2004-10-18,NA
"859",2004-10-19,15.1
"860",2004-10-20,15.6
"861",2004-10-22,16.7
"862",2004-10-25,NA
"863",2004-10-27,14.7
"864",2004-10-29,13.9
"865",2004-11-01,13.3
"866",2004-11-03,13.2
"867",2004-11-05,15.4
"868",2004-11-08,13.5
"869",2004-11-10,13.3
"870",2004-11-12,14.5
"871",2004-11-15,14
"872",2004-11-17,13.9
"873",2004-11-19,13.7
"874",2004-11-22,11.3
"875",2004-11-24,10.925
"876",2004-11-26,10.6
"877",2004-11-29,9.3
"878",2004-12-01,8.6
"879",2004-12-03,7.8
"880",2004-12-07,7.95
"881",2004-12-08,8.9
"882",2004-12-10,11.2
"883",2004-12-13,11.9
"884",2004-12-15,12.2
"885",2004-12-17,11.6
"886",2004-12-20,9.1
"887",2004-12-22,9.05
"888",2004-12-24,7.7
"889",2004-12-27,7.7
"890",2004-12-29,9.7
"891",2004-12-31,9.7
"892",2005-01-03,NA
"893",2005-01-05,8.25
"894",2005-01-06,10.7
"895",2005-01-07,8.55
"896",2005-01-10,8.2
"897",2005-01-12,8.1
"898",2005-01-13,NA
"899",2005-01-14,8
"900",2005-01-18,8.2
"901",2005-01-19,8.3
"902",2005-01-21,8.5
"903",2005-01-24,8.55
"904",2005-01-26,9.8
"905",2005-01-28,10.75
"906",2005-01-31,10.8
"907",2005-02-02,11.05
"908",2005-02-04,11.4
"909",2005-02-07,12.25
"910",2005-02-08,12.05
"911",2005-02-09,12.35
"912",2005-02-11,12.375
"913",2005-02-14,12.75
"914",2005-02-16,12.45
"915",2005-02-18,12.8
"916",2005-02-22,13.55
"917",2005-02-23,13.9
"918",2005-02-25,13.75
"919",2005-02-28,14.45
"920",2005-03-02,14.3
"921",2005-03-04,14.3
"922",2005-03-07,16.85
"923",2005-03-09,18.9
"924",2005-03-11,19.5
"925",2005-03-14,17.75
"926",2005-03-16,16.6
"927",2005-03-17,15.9333333333333
"928",2005-03-21,15.2
"929",2005-03-23,13.05
"930",2005-03-25,13.9
"931",2005-03-28,14.4
"932",2005-03-30,13.9
"933",2005-04-01,15.55
"934",2005-04-04,16.0333333333333
"935",2005-04-06,16.45
"936",2005-04-08,14.5
"937",2005-04-11,16.35
"938",2005-04-13,15.95
"939",2005-04-15,15.1
"940",2005-04-18,17.95
"941",2005-04-19,16.1
"942",2005-04-20,17.1333333333333
"943",2005-04-22,18.25
"944",2005-04-25,17.75
"945",2005-04-27,19.15
"946",2005-04-29,20.1
"947",2005-05-02,20.35
"948",2005-05-04,21.3
"949",2005-05-06,21.4
"950",2005-05-09,18.95
"951",2005-05-11,20.2
"952",2005-05-13,21.35
"953",2005-05-16,22.55
"954",2005-05-18,20.3
"955",2005-05-20,21.1
"956",2005-05-23,19.3
"957",2005-05-24,21
"958",2005-05-25,23.6
"959",2005-05-27,24.4
"960",2005-05-28,21.65
"961",2005-05-31,24.55
"962",2005-06-01,24.85
"963",2005-06-03,25.05
"964",2005-06-06,23.3
"965",2005-06-08,21.6
"966",2005-06-10,22.45
"967",2005-06-13,25.1
"968",2005-06-15,26.05
"969",2005-06-17,21.7
"970",2005-06-20,22.7
"971",2005-06-22,22.45
"972",2005-06-24,23.05
"973",2005-10-07,20.3
"974",2005-10-11,19
"975",2005-10-14,20.4
"976",2005-10-18,17.3
"977",2005-10-19,17.6
"978",2005-10-21,17.3
"979",2005-10-24,17.4
"980",2005-10-26,17.1
"981",2005-10-28,16.2
"982",2005-10-31,16.5
"983",2005-11-02,15.6
"984",2005-11-04,15.2
"985",2005-11-07,14.9
"986",2005-11-11,15.5
"987",2005-11-14,15.7
"988",2005-11-16,14.9
"989",2005-11-18,13.7
"990",2005-11-21,11.9
